date,type,operator,fatalities,location,country,cat,year
08-AUG-2000,DC-9-32,AirTran Airways,0.0,"Greensboro, NC",USA,A1,2000
11-AUG-2000,Beech B100 King Air,Navi Jet,0.0,"General Acha, LP",Argentina,A1,2000
12-AUG-2000,Antonov An-26B,STAER Airlines,27.0,near Tshikapa,D.R. Congo,A1,2000
12-AUG-2000,Beech 200 Super King Air,Great Texas Foods,0.0,Spanish Cay Airport,Bahamas,A1,2000
14-AUG-2000,Cessna 208 Caravan I,RCMP,2.0,"Teslin Lake, BC",Canada,A1,2000
14-AUG-2000,Rockwell Sabreliner 75A,Colonels,2.0,near Ironwood-Gogebic...,USA,A1,2000
14-AUG-2000,Antonov An-26,Air Force of Serbia and Montenegro,0.0,Beograd Airport ...,Serbia,A1,2000
15-AUG-2000,Antonov An-12BP,Inter Trans Air,0.0,Kisangani Airpor...,D.R. Congo,A1,2000
18-AUG-2000,Tupolev Tu-154,Azerbaijan Airlines,0.0,Baku-Bina Intern...,Azerbaijan,H2,2000
18-AUG-2000,Boeing 737-2A1,VASP,0.0,"near Porecatu, PR",Brazil,H2,2000
23-AUG-2000,Airbus A320-212,Gulf Air,143.0,near Bahrain Internat...,Bahrain,A1,2000
24-AUG-2000,Let L-410UVP,West Coast Airways,0.0,near Freetown-Lungi I...,Sierra Leone,A1,2000
25-AUG-2000,Swearingen SA226-TC Metro II,Hawk Air,0.0,Rosario-Islas Ma...,Argentina,A1,2000
26-AUG-2000,Cessna 208B Grand Caravan,"AeroPerlas, op.for SANSA",10.0,Arenal Volcano,Costa Rica,A1,2000
26-AUG-2000,Beech 300 Super King Air,Mexican Government,3.0,near Ensenada Airport...,Mexico,A1,2000
02-SEP-2000,Douglas AC-47/Basler 67,Colombian AF,7.0,"near Pueblo Rico, Ris...",Colombia,A1,2000
04-SEP-2000,Beech 200 Super King Air,Central Air,8.0,"near Burketown, QLD",Australia,A1,2000
06-SEP-2000,DHC-6 Twin Otter 300,AeroPerlas,0.0,Rio Sidra Airpor...,Panama,A2,2000
06-SEP-2000,Lockheed C-130A Hercules,T & G Aviation,2.0,near Aubenas,France,A1,2000
08-SEP-2000,DHC-8-301,AIRES Colombia,0.0,San Vicente del ...,Colombia,H2,2000
09-SEP-2000,Dornier Do 128-2 Skyservant,Renta CorporaciÃ³n,1.0,San Pablo-Coasel...,Ecuador,A1,2000
13-SEP-2000,Airbus A320-232,Skyservice Airlines,0.0,Toronto-Pearson ...,Canada,A2,2000
14-SEP-2000,Airbus A300B4-622R,Qatar Airways,0.0,Hail Airport (HAS),Saudi Arabia,H2,2000
16-SEP-2000,BN-2A-8 Islander,Solomon Airlines,0.0,Mbambanakira Air...,Solomon Isl.,H1,2000
19-SEP-2000,Boeing 767-324ER,Vietnam Airlines,0.0,Ho Chi Minh City...,Vietnam,A2,2000
19-SEP-2000,Antonov An-2,Unknown,1.0,near Cuba,Atlantic Ocean,A1,2000
21-SEP-2000,Boeing 707-312B,Togo Government,0.0,Niamey Airport (...,Niger,A1,2000
22-SEP-2000,Boeing 767-2B7ER,US Airways,0.0,"Philadelphia, PA",USA,A1,2000
22-SEP-2000,Beech B99,Alpine Aviation,0.0,Missoula-Johnson...,USA,A2,2000
23-SEP-2000,Cessna 208B Super Cargomaster,Telford Aviation,0.0,"near Greenville, ME",USA,A2,2000
24-SEP-2000,Fokker 100,Iran Air,0.0,Isfahan Airport ...,Iran,H2,2000
26-SEP-2000,Douglas C-47B (DC-3),Saber Cargo Airlines,0.0,Charlotte-Dougla...,USA,A1,2000
27-SEP-2000,Convair CV-580,Hydro-Quebec,0.0,La Grande-LG-4 a...,Canada,A1,2000
27-SEP-2000,Boeing 737,China Xinhua Airlines,1.0,Jinan Airport (TNA),China,H2,2000
28-SEP-2000,Airbus A310,Royal Jordanian,0.0,Amman-Queen Alia...,Jordan,H2,2000
03-OCT-2000,Antonov An-12BK,Russian AF,6.146275647879436,Petrel-Burevestn...,Russia,A1,2000
06-OCT-2000,DC-9-31,AeromÃ©xico,6.146275647879436,Reynosa-Gen Luci...,Mexico,A1,2000
06-OCT-2000,Antonov An-72,Centrafrican Airlines,0.0,Luzamba Airport ...,Angola,A1,2000
08-OCT-2000,Shorts SC.7 Skyvan 3-100,Summit Air Charters,3.0,"near Port Radium, NT",Canada,A1,2000
09-OCT-2000,Cessna 208B Super Cargomaster,"FedEx, op.for Empire Airlines",1.0,"Lummi Island, WA",USA,A1,2000
10-OCT-2000,Canadair Challenger 604,Bombardier,2.0,Wichita-Mid-Cont...,USA,A1,2000
11-OCT-2000,ATR 42-512,ACES,0.0,BogotÃ¡-Eldorado...,Colombia,O1,2000
13-OCT-2000,Airbus A330-223,Sabena,0.0,Malaga,Spain,H2,2000
14-OCT-2000,Boeing 777-268,Saudi Arabian,0.0,Baghdad,Iraq,H2,2000
16-OCT-2000,Lockheed L-188A Electra,Air Spray,0.0,Red Deer Airport...,Canada,O1,2000
16-OCT-2000,AÃ©rospatiale SN.601 Corvette,EADS,0.0,Toulouse-Blagnac...,France,A1,2000
19-OCT-2000,Harbin Yunshuji Y-12 II,Lao Aviation,8.0,near Sam Neua,Laos,A1,2000
19-OCT-2000,Beech 300 Super King Air,AeroSmith Aviation,0.0,Concord-Buchanan...,USA,A1,2000
19-OCT-2000,Beech 300 Super King Air 350,PHILAM,0.0,Singapore-Seleta...,Singapore,A2,2000
24-OCT-2000,Beech 300 Super King Air,German Flight Inspection Int.,4.0,near Blumberg,Germany,A1,2000
25-OCT-2000,Ilyushin Il-18D,Russian AF,84.0,near Batumi-Chorokh A...,Georgia,A1,2000
26-OCT-2000,Dornier Do 128-6 Turbo Skyservant,Nigerian AF,0.0,"Jedo Village, ne...",Nigeria,A1,2000
31-OCT-2000,Boeing 747-412,Singapore Airlines,83.0,Taipei-Chiang Ka...,Taiwan,A1,2000
31-OCT-2000,Antonov An-26,ACA-Ancargo Air,49.0,near Mona Quimbundo,Angola,A1,2000
01-NOV-2000,DHC-6 Twin Otter 100,West Coast Air,0.0,Vancouver-Coal H...,Canada,A1,2000
03-NOV-2000,Cessna 650 Citation III,Locazione Finanziare,0.0,Roma-Ciampino Ai...,Italy,O1,2000
05-NOV-2000,Boeing 747-2H7B (SCD),Cameroon Airlines,0.0,Paris-Charles de...,France,A1,2000
05-NOV-2000,Antonov An-24RV,Cheboksary Aviation Enterprise,0.0,Cheboksary Airpo...,Russia,A1,2000
07-NOV-2000,Antonov An-32B,"Renan, op.for Malu Aviation",2.0,Luebo Airport,D.R. Congo,A1,2000
09-NOV-2000,Swearingen SA226-TC Metro II,Superior Aviation,1.0,Fort Wayne Munic...,USA,A1,2000
09-NOV-2000,Basler Turbo 67 (DC-3T),Salvadorian AF,0.0,Chilanga,El Salvador,A1,2000
11-NOV-2000,Tupolev Tu-154,Vnukovo Airlines,0.0,Uvda Air Force Base,Israel,H2,2000
13-NOV-2000,DC-9-51,Ghana Airways,0.0,Conakry Airport ...,Guinea,A1,2000
13-NOV-2000,Yakovlev Yak-40K,Aria Air Tour,0.0,Bandar Abbas,Iran,H2,2000
15-NOV-2000,Antonov An-24RV,ASA Pesada,57.0,near Luanda-4 de Feve...,Angola,A1,2000
18-NOV-2000,BN-2B Islander,Dirgantara Air Services,0.0,near Datah Dawai Airp...,Indonesia,A1,2000
25-NOV-2000,AÃ©rospatiale SN.601 Corvette,Mayoral Executive Jet,1.0,near CÃ³rdoba,Spain,A1,2000
28-NOV-2000,Swearingen SA227-AC Metro III,Aero Condor,0.0,Trujillo Airport...,Peru,A1,2000
29-NOV-2000,DC-9-32,AirTran Airways,0.0,Atlanta-William ...,USA,A1,2000
30-NOV-2000,Boeing 737-86N,Futura,0.0,Shannon Airport ...,Ireland,A2,2000
04-DEC-2000,Airbus A330-223,Sabena,0.0,near Bujumbura Intern...,Burundi,C2,2000
05-DEC-2000,CASA C-212 Aviocar 300,SATENA,0.0,near Tres Esquinas Ai...,Colombia,A1,2000
06-DEC-2000,Embraer EMB-120RT Brasilia,ASA,0.0,Charleston-Yeage...,USA,A2,2000
11-DEC-2000,Embraer EMB-110P1K Bandeirante,Gabonese AF,3.0,within Gabon,Gabon,A1,2000
16-DEC-2000,CASA C-212-M Aviocar 300,Lesotho AF,0.0,Mokhotlong Airpo...,Lesotho,A1,2000
17-DEC-2000,Boeing 747,PIA,0.0,Dubai Airport (DXB),U.A.E.,H2,2000
19-DEC-2000,Antonov An-2,private,0.0,AnÃ¡polis Airpor...,Brazil,A1,2000
20-DEC-2000,Curtiss C-46A,Everts Air Fuel,2.0,"near Kenai, AK",USA,A1,2000
20-DEC-2000,BAe-125-700A,Million Air Dallas,0.0,Jackson Hole Air...,USA,A1,2000
22-DEC-2000,Beech B200 Super King Air,Mountain Air Service,2.0,near Rangeley Municip...,USA,A1,2000
23-DEC-2000,DC-10-10,"American Airlines, op.for Hawaiian Airlines",0.0,Papeete-Faaa Air...,French Polynesia,A2,2000
23-DEC-2000,Beech 200 Super King Air,Videovision Broadcast,5.0,near Blackbushe Airpo...,U.K.,A1,2000
29-DEC-2000,BAe 4101 Jetstream 41,"United Express, opb Atlantic Coast Airlines",0.0,Charlottesville-...,USA,A1,2000
29-DEC-2000,Boeing 747-436,British Airways,0.0,Nairobi-Jomo Ken...,Kenya,H2,2000
??-???-2000,Yakovlev Yak-40,"NovgorodAvia, op.for Ecuato Guineana de Aviacion",0.0,Malabo-Santa Isa...,Eq. Guinea,O1,2000
04-JAN-2001,Shaanxi Yunshuji Y-8,China Air Force,6.146275647879436,near Zheng Zou Air Base,China,A1,2001
04-JAN-2001,Shaanxi Yunshuji Y-8,China Air Force,8.0,near Zheng Zou Air Base,China,A1,2001
04-JAN-2001,Learjet 35,Air Response North,0.0,Schenectady-Coun...,USA,A1,2001
05-JAN-2001,Boeing 727-46F,Air Gemini Cargo,6.146275647879436,Dundo Airport (DUE),Angola,A1,2001
06-JAN-2001,BN-2A-2 Islander,Guyana AF,3.0,near Mahdia,Guyana,A1,2001
08-JAN-2001,CASA/Nurtanio NC-212 Aviocar,Indonesian Navy,9.0,near Silimo,Indonesia,A1,2001
08-JAN-2001,Boeing 727-23F,Air Gemini Cargo,0.0,Luanda Airport (...,Angola,A1,2001
09-JAN-2001,Boeing 727-287,LAB,0.0,Buenos Aires/Eze...,Argentina,A1,2001
11-JAN-2001,DHC-6 Twin Otter 300,Earth Data Aviation,0.0,near Fort Worth-Meach...,USA,A2,2001
11-JAN-2001,BN-2A-21 Islander,LASA,3.0,"near Parnamirim, BA",Brazil,A1,2001
14-JAN-2001,Learjet 60,Ark-Air Flight,0.0,Troy Municipal A...,USA,A1,2001
19-JAN-2001,IPTN/CASA CN-235M-100,Turkish AF,3.0,Kayseri,Turkey,A1,2001
22-JAN-2001,Boeing 727-2N8,Yemenia Airways,0.0,Djibouti,Djibouti,H2,2001
23-JAN-2001,Douglas C-47A (DC-3),Majestic Air Cargo,2.0,"Eider Point, AK",USA,A1,2001
23-JAN-2001,Let L-410UVP,Eagle Aviation ?,0.0,near Maiduguri,Nigeria,A1,2001
25-JAN-2001,Douglas C-47A (DC-3),Rutaca,24.0,Ciudad BolÃ­var,Venezuela,A1,2001
26-JAN-2001,Cessna 500 Citation I,Marlin Air,0.0,Sault Ste Marie ...,USA,A1,2001
27-JAN-2001,Airbus A340-312,Gulf Air,0.0,Abu Dhabi,U.A.E.,H2,2001
27-JAN-2001,Antonov An-70,Antonov Design Bureau,0.0,near Omsk,Russia,A2,2001
27-JAN-2001,Beech 200 Super King Air,Jet Express Services,10.0,"near Strasburg, CO",USA,A1,2001
30-JAN-2001,Dornier 328-120,SATENA,0.0,BogotÃ¡,Colombia,H2,2001
31-JAN-2001,SE-210 Caravelle 10R,L.A. Suramericanas,3.0,near El Yopal Airport...,Colombia,A1,2001
31-JAN-2001,Douglas DC-6B,Everts Air Fuel,0.0,Donlin Creek Air...,USA,A1,2001
??-JAN-2001,Shorts SC.7 Skyvan 3M-400,Pull Out Skydiving,0.0,Ravenna,Italy,O1,2001
??-JAN-2001,Shorts SC.7 Skyvan 3M-400,Pull Out Skydiving,0.0,Ravenna,Italy,O1,2001
01-FEB-2001,Antonov An-26,Angolan AF,0.0,Luena Airport (LUO),Angola,A1,2001
04-FEB-2001,Shorts 360-100,Aer Arann,0.0,Sheffield City A...,U.K.,A1,2001
07-FEB-2001,Airbus A320-214,Iberia,0.0,Bilbao Airport (...,Spain,A1,2001
08-FEB-2001,Swearingen SA227-AT Merlin IVC,Northern Illinois Flight Center,2.0,Beaver Island Ai...,USA,A1,2001
08-FEB-2001,Learjet 35A,E.A.S. Aeroservizi,3.0,near NÃ¼rnberg Airpor...,Germany,A1,2001
10-FEB-2001,GAF Nomad N.24A,Gum Air,10.0,near Jacobkondre,Suriname,A1,2001
11-FEB-2001,CASA C-212-M Aviocar 200,Indonesian Army,0.0,Jakarta-Pondok C...,Indonesia,A1,2001
19-FEB-2001,Antonov An-26,Angolan AF,0.0,Luena Airport (LUO),Angola,A2,2001
19-FEB-2001,DHC-6 Twin Otter 100,Trans Maldivian Airways,0.0,Sun Island Resort,Maldives,A2,2001
23-FEB-2001,Cessna 525 CitationJet,private,0.0,Berlin-Tempelhof...,Germany,A2,2001
27-FEB-2001,Shorts 360-100,Loganair,2.0,near Granton Harbour,U.K.,A1,2001
03-MAR-2001,Shorts C-23B+ Sherpa (360),Florida ANG,21.0,"near Unadilla, GA",USA,A1,2001
03-MAR-2001,Boeing 737-4D7,Thai Airways International,1.0,Bangkok Internat...,Thailand,A1,2001
07-MAR-2001,Boeing 707-331C,Skymaster Airlines,0.0,SÃ£o Paulo-Guaru...,Brazil,A1,2001
08-MAR-2001,Cessna 525 CitationJet,Wilmington Trust,0.0,Hamburg-FuhlsbÃ¼...,Germany,A2,2001
11-MAR-2001,Boeing 727-223F,Express One,0.0,Pohnpei Airport ...,Micronesia,A1,2001
15-MAR-2001,Douglas C-47A (DC-3),Jim Hankins Air Service,0.0,"Donalsonville, GA",USA,A1,2001
15-MAR-2001,Tupolev Tu-154M,Vnukovo Airlines,3.0,Madinah-Mohammad...,Saudi Arabia,H2,2001
17-MAR-2001,Beech 1900C-1,SAL Express,16.0,Quilemba,Angola,A1,2001
17-MAR-2001,Airbus A320-212,Northwest Airlines,0.0,Detroit-Metropol...,USA,A2,2001
19-MAR-2001,Embraer EMB-120RT Brasilia,Comair/Delta Connection,0.0,"near West Palm Beach, FL",USA,A2,2001
19-MAR-2001,Beech 300 Super King Air,Private Wings,0.0,near Berlin,Germany,A2,2001
23-MAR-2001,Boeing 707-3B4C,Luxor Air Egypt,0.0,Monrovia-Roberts...,Liberia,A1,2001
24-MAR-2001,DHC-6 Twin Otter 300,Air CaraÃ¯bes,6.146275647879436,Saint-BarthÃ©lÃ©my,Saint BarthÃ©lemy,A1,2001
26-MAR-2001,Fokker F-27 Friendship 500F,Merpati Nusantara,3.0,near Surabaya-Juanda ...,Indonesia,A1,2001
26-MAR-2001,Beech RC-12K Huron,US Army,2.0,near NÃ¼rnberg Airpor...,Germany,A1,2001
29-MAR-2001,Gulfstream American G-1159 Gulfstream II,Avjet Corp,18.0,"near Aspen Airport, C...",USA,A1,2001
30-MAR-2001,ATR 42-310,American Eagle Airlines,0.0,Freeport-Grand B...,Bahamas,O1,2001
31-MAR-2001,DHC-3 Otter,Bishop Aviation,0.0,Decatur-Bishop A...,USA,A1,2001
02-APR-2001,Cessna 501 Citation I/SP,Jet Wings,1.0,"Ashwaubenon, WI",USA,A1,2001
04-APR-2001,Douglas DC-3A-S1C3G,Roblex Aviation,0.0,near San Juan-Luis Mu...,Puerto Rico,A1,2001
04-APR-2001,Antonov An-26,Sudan AF,14.0,Adar Yel,South Sudan,A1,2001
04-APR-2001,Boeing 737-2E1F,Royal Airlines,0.0,St. John's Airpo...,Canada,A1,2001
04-APR-2001,Antonov An-32,AssociaÃ§Ã£o dos Pilotos de Angola,0.0,near Malange Airport ...,Angola,A1,2001
05-APR-2001,Beech 200 Super King Air,SATA,0.0,Las Majaguas,Venezuela,A1,2001
07-APR-2001,Beech 100 King Air,Alberta Central Airways,0.0,Grande Prairie A...,Canada,A1,2001
10-APR-2001,Antonov An-12BK,Air West,0.0,near Nouadhibou Airpo...,Mauritania,A1,2001
12-APR-2001,Embraer EMB-135LR (ERJ-135LR),American Eagle,0.0,Cleveland-Hopkin...,USA,A2,2001
15-APR-2001,Cessna 208B Grand Caravan,Union Charter Trust,0.0,near Tembo,D.R. Congo,A1,2001
18-APR-2001,Ilyushin Il-76MD,Dart,0.0,Oostende Airport...,Belgium,A1,2001
23-APR-2001,Antonov An-2T,Yakustk Air Enterprise,0.0,near Kobyay Airstrip,Russia,A1,2001
25-APR-2001,Antonov An-2R,Adygeya-Avia,0.0,Stanitsa Nekraso...,Russia,A1,2001
26-APR-2001,Cessna 208B Super Cargomaster,"FedEx, opb Wiggins Airways",0.0,near Plattsburgh Inte...,USA,A1,2001
26-APR-2001,Antonov An-12,Ethiopian AF,0.0,Khartoum,Sudan,H2,2001
27-APR-2001,Antonov An-2SX,Virazh,0.0,near Gorkovskiy,Russia,A1,2001
28-APR-2001,Cessna 208B Grand Caravan,Les Grands Jorasses,10.0,"near Roque PÃ©rez, BA",Argentina,A1,2001
29-APR-2001,Cessna 208 Caravan I,private,1.0,"near Nagambie, VIC",Australia,A1,2001
30-APR-2001,Cessna 560 Citation V,Tyrolean Jet Services,0.0,Florence-Peretol...,Italy,A2,2001
01-MAY-2001,DC-9-31,Northwest Airlines,0.0,Minneapolis-St. ...,USA,A2,2001
03-MAY-2001,Beech 1900D,QantasLink/Impulse,0.0,"Cooma Airport, N...",Australia,A2,2001
05-MAY-2001,Cessna 208B Super Cargomaster,"FedEx, op.for Corporate Air",1.0,near Steamboat Spring...,USA,A1,2001
10-MAY-2001,DC-9-83 (MD-83),Spanair,0.0,Liverpool Intern...,U.K.,A2,2001
10-MAY-2001,Boeing 727-44F,Angola Air Charter,0.0,Nzagi Airport (NZA),Angola,A1,2001
13-MAY-2001,Boeing 727-222,United Airlines,0.0,Omaha-Eppley Air...,USA,O1,2001
16-MAY-2001,IPTN/CASA CN-235M-100,Turkish AF,34.0,near Malatya,Turkey,A1,2001
17-MAY-2001,Yakovlev Yak-40,Faraz Qeshm,30.0,near Sari,Iran,A1,2001
17-MAY-2001,Fokker F-27 Friendship 400M,Argentine AF,5.0,Mendoza-El Plume...,Argentina,A1,2001
18-MAY-2001,IPTN/CASA CN-235MP-100M,Turkish Navy,4.0,near Ankara-Etimesgut...,Turkey,A1,2001
22-MAY-2001,Antonov An-12B,Russian AF,7.0,"near Myakotino, Zubts...",Russia,A1,2001
22-MAY-2001,Boeing 737-210C,First Air,0.0,Yellowknife Airp...,Canada,A1,2001
23-MAY-2001,Fokker 100,American Airlines,0.0,Dallas/Fort Wort...,USA,A1,2001
??-MAY-2001,Hawker Siddeley HS-125-600B,Chrome Air,0.0,near Lagos-Murtala Mu...,Nigeria,A1,2001
02-JUN-2001,Antonov An-2,Volgograd Air Club,3.0,"Metallurg, Volgo...",Russia,A1,2001
05-JUN-2001,Fokker F-27 Friendship 500,Channel Express,0.0,near Jersey-States Ai...,U.K.,A2,2001
07-JUN-2001,Beech B300C Super King Air 350,Aerope 3S Aviation,0.0,near Santiago de Comp...,Spain,A1,2001
07-JUN-2001,Learjet 24A,NASA,0.0,Victorville Airp...,USA,A1,2001
08-JUN-2001,Boeing 727-90C,Transafrik,0.0,near Luena,Angola,C2,2001
12-JUN-2001,Learjet 25D,Avcon Industries,0.0,"Salina Airport, ...",USA,A1,2001
14-JUN-2001,DHC-8-103,WiderÃ¸es Flyveselskap,0.0,BÃ¥tsfjord Airpo...,Norway,A1,2001
15-JUN-2001,Transall C-160NG,Manunggal Air,1.0,Jayapura-Sentani...,Indonesia,A1,2001
18-JUN-2001,ATR 42-320,Israir,0.0,Tel Aviv-Ben Gur...,Israel,A1,2001
25-JUN-2001,Embraer EMB-110P1 Bandeirante,Airtex Aviation,0.0,Cootamundra Airp...,Australia,A1,2001
26-JUN-2001,BAe 3112 Jetstream 31,La Ronge Aviation Services,0.0,La Ronge Airport...,Canada,A2,2001
02-JUL-2001,Lockheed L-100-30 Hercules,Lynden Air Cargo,0.0,Lake Minchumina ...,USA,A2,2001
04-JUL-2001,Tupolev Tu-154M,Vladivostokavia,145.0,near Burdakovka,Russia,A1,2001
06-JUL-2001,Cessna 208B Grand Caravan,Maxfly Aviation,0.0,"near Fort Lauderdale,...",Atlantic Ocean,A1,2001
06-JUL-2001,Lockheed L-1011-385-1-14 TriStar 150,Air Transat,0.0,near Lyon,France,A1,2001
09-JUL-2001,Douglas C-47A (DC-3),Valiant Air Command,0.0,Titusville-Space...,USA,A2,2001
10-JUL-2001,Cessna 208B Grand Caravan,LÃ­nea AÃ©rea Amaszonas,0.0,near Viacha,Bolivia,A1,2001
12-JUL-2001,PZL-Mielec M28 Skytruck,Overtec,13.0,near Puerto Cabello A...,Venezuela,A1,2001
12-JUL-2001,Antonov An-2R,Belgavia-PANKh,0.0,"Zenino, Veydelev...",Russia,A1,2001
14-JUL-2001,Ilyushin Il-76TD,Russ Air,10.0,near Chkalovsky Airpo...,Russia,A1,2001
17-JUL-2001,Fokker F-28 Fellowship 4000,TAME Ecuador,0.0,TulcÃ¡n Airport ...,Ecuador,A2,2001
24-JUL-2001,Airbus A330-243,SriLankan Airlines,0.0,Colombo-Bandaran...,Sri Lanka,C1,2001
24-JUL-2001,Airbus A330-243,SriLankan Airlines,0.0,Colombo-Bandaran...,Sri Lanka,C1,2001
24-JUL-2001,Airbus A340-312,SriLankan Airlines,0.0,Colombo-Bandaran...,Sri Lanka,C1,2001
24-JUL-2001,Airbus A320-231,SriLankan Airlines,0.0,Colombo-Bandaran...,Sri Lanka,C1,2001
24-JUL-2001,PBV-1A Canso A (PBY-5A),Buffalo Airways,0.0,"Sitidgi Lake, NWT",Canada,A2,2001
24-JUL-2001,Vickers 802 Viscount,Transtel,0.0,N'Djamena Airpor...,Chad,A1,2001
01-AUG-2001,Boeing 727-2N8,Yemenia Airways,0.0,Asmara Internati...,Eritrea,A1,2001
05-AUG-2001,Dassault Falcon 20C,Naske Air,3.0,near Narsarsuaq,Greenland,A1,2001
09-AUG-2001,Boeing 717-231,TWA,0.0,Belleville-Scott...,USA,A2,2001
09-AUG-2001,Beech B200 King Air,Warren Manufacturing Inc,0.0,Sandersville-Kao...,USA,A1,2001
13-AUG-2001,Cessna 208B Grand Caravan,Penta,0.0,Itaituba-Fazenda...,Brazil,A2,2001
14-AUG-2001,Dassault Falcon 10,Air Nunavut,0.0,Kuujjuaq-Fort Ch...,Canada,A1,2001
23-AUG-2001,Boeing 747-368,Saudi Arabian,0.0,Kuala Lumpur Int...,Malaysia,O1,2001
23-AUG-2001,Antonov An-28,Victoria Air,4.0,Mugogo,D.R. Congo,A1,2001
24-AUG-2001,Learjet 25,Ameristar Jet Charter,2.0,near Ithaca-Tompkins ...,USA,A1,2001
24-AUG-2001,Airbus A330-243,Air Transat,0.0,Terceira-Lajes A...,Portugal,A2,2001
24-AUG-2001,Beech 200 Super King Air,Middletown Corporate Aviation,1.0,"near Piqua, OH",USA,A1,2001
25-AUG-2001,Boeing 737-3G7,America West,0.0,Baltimore/Washin...,USA,A2,2001
28-AUG-2001,BAC One-Eleven 412EB,Eagle Aviation,0.0,Libreville Airpo...,Gabon,A1,2001
28-AUG-2001,Dassault Falcon 20C,Grand Aire Express,0.0,Detroit City Air...,USA,A1,2001
29-AUG-2001,CASA CN-235-200,Binter MÃ©diterraneo,4.0,near MÃ¡laga Airport ...,Spain,A1,2001
29-AUG-2001,C-7A Caribou (DHC-4),Greatland Air Cargo,0.0,Port Alsworth Ai...,USA,A1,2001
31-AUG-2001,Cessna 208 Caravan I,Air Wemindji,0.0,"near La Grande, QC",Canada,A1,2001
01-SEP-2001,Airbus A321,Aero Lloyd,0.0,Napoli Airport (...,Italy,H2,2001
03-SEP-2001,Canadair CL-415,Province of Ontario,0.0,"near Kapuskasing, ON",Canada,A2,2001
05-SEP-2001,Tupolev Tu-154M,Uzbekistan Airways,0.0,Ufa Airport (UFA),Russia,A2,2001
05-SEP-2001,Boeing 777-236ER,British Airways,6.146275647879436,Denver Internati...,USA,A2,2001
05-SEP-2001,Lockheed C-130E Hercules,USAF,0.0,"near Laurinburg, NC",USA,A2,2001
06-SEP-2001,Saab 340B,Aerolitoral,0.0,near Tijuana,Mexico,A1,2001
07-SEP-2001,Boeing 707-323C,Equaflight,0.0,Lubumbashi-Luano...,D.R. Congo,A1,2001
11-SEP-2001,Boeing 767-223ER,American Airlines,6.146275647879436,"New York, NY",USA,H1,2001
11-SEP-2001,Boeing 767-222,United Airlines,6.146275647879436,"New York, NY",USA,H1,2001
11-SEP-2001,Boeing 757-222,United Airlines,44.0,"near Shanksville, PA",USA,H1,2001
11-SEP-2001,Boeing 757-223,American Airlines,6.146275647879436,"Washington, DC",USA,H1,2001
12-SEP-2001,Let L-410UVP-E,Aero Ferinco,19.0,near ChichÃ©n ItzÃ¡ A...,Mexico,A1,2001
12-SEP-2001,DHC-3T Vazar Turbine Otter,Labrador Airways,0.0,Goose (Otter Cre...,Canada,A1,2001
14-SEP-2001,Beech 1900C,SkyLink Express,0.0,St. John's Airpo...,Canada,A1,2001
15-SEP-2001,Fokker 100,TAM Brasil,1.0,"near Belo Horizonte, MG",Brazil,A2,2001
16-SEP-2001,Boeing 737-2C3,Varig,0.0,GoiÃ¢nia-Santa G...,Brazil,A1,2001
18-SEP-2001,Let L-410UVP-E,Atlantic Airlines,8.0,Guatemala City-L...,Guatemala,A1,2001
18-SEP-2001,Cessna 208 Caravan I,private,0.0,N'Djamena Airpor...,Chad,O1,2001
19-SEP-2001,Beech 200 Super King Air,Champion Air,0.0,Indianapolis Int...,USA,A2,2001
20-SEP-2001,Swearingen SA226-AT Merlin IV,Max Aviation,0.0,Kuujjuaq-Fort Ch...,Canada,A1,2001
21-SEP-2001,Ilyushin Il-86,Aeroflot,0.0,Dubai Airport (DXB),U.A.E.,A1,2001
22-SEP-2001,BN-2A Islander,FUNAI,0.0,near Rio Branco Airpo...,Brazil,A1,2001
23-SEP-2001,Yakovlev Yak-40,Petropavlovsk-Kamchatsky Air Ent.,0.0,Tigil Airport,Russia,A1,2001
25-SEP-2001,Douglas DC-6BF,Northern Air Cargo,0.0,Deadhorse-Alpine...,USA,A1,2001
27-SEP-2001,Lockheed C-130H Hercules,Brazilian AF,9.0,"near Rio de Janeiro, RJ",Brazil,A1,2001
01-OCT-2001,Fairchild SA227-AC Metro III,Bearskin Airlines,0.0,Kapuskasing Airp...,Canada,A2,2001
04-OCT-2001,Tupolev Tu-154M,Sibir Airlines,78.0,"near Adler, Russia [B...",Atlantic Ocean,A1,2001
06-OCT-2001,Antonov An-2T,Mirny Air Enterprise,0.0,near Polyarnyj,Russia,A1,2001
08-OCT-2001,DC-9-87 (MD-87),SAS,6.146275647879436,Milano-Linate Ai...,Italy,A1,2001
08-OCT-2001,Cessna 525A CitationJet CJ2,private,4.0,Milano-Linate Ai...,Italy,A1,2001
10-OCT-2001,Cessna 208 Caravan I,PenAir,10.0,Dillingham Munic...,USA,A1,2001
10-OCT-2001,Swearingen SA226-AT Merlin IVA,Flightline,10.0,near Columbretes Isla...,Spain,A1,2001
10-OCT-2001,Shorts 360-300,Express Airways,0.0,Basel/Mulhouse-E...,France,A2,2001
11-OCT-2001,Swearingen SA226-TC Metro II,Perimeter Airlines,2.0,near Shamattawa Airpo...,Canada,A1,2001
11-OCT-2001,Beech A100 King Air,Voyageur Airways,0.0,North Bay Airpor...,Canada,A2,2001
