date,type,operator,fatalities,location,country,cat,year
16-OCT-2001,Antonov An-12BP,"Aerocom, op.for Pacific Air Express",0.0,Honiara-Henderso...,Solomon Isl.,A1,2001
16-OCT-2001,Embraer EMB-120ER Brasilia,ACE Air Cargo,0.0,"near Bethel Airport, ...",USA,A1,2001
16-OCT-2001,Embraer EMB-145LR (ERJ-145LR),"US Airways Express, opb Mesa Airlines",0.0,Roanoke-Blacksbu...,USA,A2,2001
17-OCT-2001,Airbus A300B4-203,PIA,0.0,Dubai Airport (DXB),U.A.E.,A1,2001
18-OCT-2001,Swearingen SA226-AT Merlin IVA,Hawk Air,0.0,BahÃ­a Blanca-Co...,Argentina,A1,2001
21-OCT-2001,Yakovlev Yak-40,Kyrgyzstan Airlines,0.0,Osh Airport (OSS),Kyrgyzstan,A1,2001
24-OCT-2001,Boeing 727-22C,Kelowna Flightcraft,0.0,Hamilton Airport...,Canada,A2,2001
25-OCT-2001,Beech 200 Super King Air,Williams Patent Crusher & Pulverizer Co.,0.0,Osage Beach Airp...,USA,A1,2001
26-OCT-2001,Learjet 25B,American Jet International,0.0,Ciudad Victoria ...,Mexico,A1,2001
??-OCT-2001,Boeing 727-113C,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Boeing 727-155C,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Antonov An-12BK,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Antonov An-12B,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Antonov An-24B,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Antonov An-24RV,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Antonov An-24V,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,O1,2001
??-OCT-2001,Saab 340A,Chautauqua Airlines,0.0,Kirksville Munic...,USA,A1,2001
02-NOV-2001,Cessna 208B Grand Caravan,Stage Air,0.0,GenÃ¨ve-Cointrin...,Canada,A2,2001
03-NOV-2001,NAMC YS-11A-214,Trygon,0.0,Southend Airport...,U.K.,O1,2001
03-NOV-2001,Cessna F406 Caravan II,GJ Air,3.0,near Johannesburg Int...,South Africa,A1,2001
12-NOV-2001,Airbus A300B4-605R,American Airlines,6.146275647879436,"Belle Harbor, NY",USA,A1,2001
16-NOV-2001,Airbus A321-231,MEA,0.0,Cairo Internatio...,Egypt,A2,2001
19-NOV-2001,Ilyushin Il-18V,IRS Aero,27.0,near Kalyazin,Russia,A1,2001
20-NOV-2001,MD-11,Eva Air,0.0,Taipei-Chiang Ka...,Taiwan,A2,2001
22-NOV-2001,Learjet 25B,Universal Jet Aviation,2.0,Pittsburgh Inter...,USA,A1,2001
23-NOV-2001,Antonov An-28,"Enimex, op.for ELK Airways",2.0,near KÃ¤rdla,Estonia,A1,2001
24-NOV-2001,Avro RJ100,Crossair,24.0,near ZÃ¼rich-Kloten A...,Switzerland,A1,2001
24-NOV-2001,Beech 200 Super King Air,AÃ©ro Photo Europe Investigation,4.0,ChÃ©zy,France,A1,2001
25-NOV-2001,Alenia G-222RM,Italian AF,0.0,Pratica di Mare ...,Italy,O1,2001
25-NOV-2001,Beech 100 King Air,Private,0.0,Buriti Alegre Ai...,Brazil,A1,2001
27-NOV-2001,Boeing 747-246F,MK Airlines,1.0,near Port Harcourt,Nigeria,A1,2001
27-NOV-2001,Let L-410UVP,Aero Ferinco,0.0,near Playa del Carmen,Mexico,A1,2001
27-NOV-2001,Swearingen SA226-TC Metro II,Aerocassa,0.0,BahÃ­a Blanca-Co...,Argentina,A1,2001
28-NOV-2001,Cessna 208B Grand Caravan,"AeroPerlas, op.for SANSA",3.0,near Quepos,Costa Rica,A1,2001
30-NOV-2001,BAe 3101 Jetstream 31,European Executive Express,0.0,Skien Airport (SKE),Norway,A1,2001
01-DEC-2001,Cessna 208B Grand Caravan,Air Carriers,2.0,near Bessemer Airport...,USA,A1,2001
02-DEC-2001,Ilyushin Il-76TD,Federal Border Guard,18.0,near Novaya Inya,Russia,A1,2001
02-DEC-2001,Dornier 328-110,OLT,0.0,Bremen Airport (...,Germany,A1,2001
06-DEC-2001,Convair CV-580,Trans-Air-Link,0.0,Sunny Isles Beac...,USA,A1,2001
09-DEC-2001,Dassault Falcon 100,Air Del,0.0,Lawrence Airport...,USA,A1,2001
10-DEC-2001,Learjet 24D,Air Cargo Express,2.0,"near Sierra Blanca, TX",USA,A1,2001
10-DEC-2001,Beech B200C Super King Air,Royal Flying Doctor Service,1.0,near Mount Gambier Ai...,Australia,A1,2001
11-DEC-2001,Antonov An-32,Air Nave,0.0,Luzamba Airport ...,Angola,A1,2001
13-DEC-2001,Hawker Siddeley HS-748,West Air Sweden,0.0,LidkÃ¶ping-Hovby...,Sweden,O1,2001
14-DEC-2001,Let L-410A,Eagle Air,6.0,Geti,D.R. Congo,A1,2001
16-DEC-2001,Let L-410UVP-E,Heliandes,16.0,near San Antonio de P...,Colombia,A1,2001
17-DEC-2001,Boeing 737-53A,Rio Sul,0.0,Belo Horizonte-T...,Brazil,A2,2001
19-DEC-2001,CASA/Nurtanio NC-212 Aviocar,Dirgantara Air Services,6.146275647879436,Long Bawan Airpo...,Indonesia,A2,2001
20-DEC-2001,Cessna 560 Citation V,Eagle Air Aircharter + Taxi,2.0,ZÃ¼rich-Kloten A...,Switzerland,A1,2001
20-DEC-2001,Lockheed L-100-30 Hercules,Indonesian AF,0.0,Lhokseumawe-Mali...,Indonesia,A1,2001
21-DEC-2001,Lockheed C-141C Starlifter,Air National Guard,0.0,Memphis Internat...,USA,O1,2001
22-DEC-2001,Boeing 767-323,American Airlines,0.0,"near Boston, MA",USA,C2,2001
26-DEC-2001,BN-2B-26 Islander,Bremerhaven Airline,8.0,near Bremerhaven Airp...,Germany,A1,2001
27-DEC-2001,Airbus A330-223,TAM Brasil,0.0,ZÃ¼rich-Kloten A...,Switzerland,A2,2001
27-DEC-2001,Avro RJ100,Crossair,0.0,ZÃ¼rich-Kloten A...,Switzerland,A2,2001
28-DEC-2001,Boeing 747-128 (SF),Evergreen International,0.0,Anchorage-Ted St...,USA,A2,2001
??-DEC-2001,Douglas C-53-DO (DC-3),Congo Communications,0.0,Lubumbashi-Luano...,D.R. Congo,A1,2001
??-???-2001,Fairchild SA227-AC Metro III,Westair de MÃ©xico,0.0,Mexico City-Beni...,Mexico,A1,2001
04-JAN-2002,Canadair Challenger 604,Epps Air Service,5.0,Birmingham Inter...,U.K.,A1,2002
08-JAN-2002,Tupolev Tu-134A-3,Pulkovo,0.0,Saint Petersburg...,Russia,A1,2002
09-JAN-2002,Lockheed KC-130R Hercules,USMC,7.0,near Shamsi,Pakistan,A1,2002
12-JAN-2002,ATR 42-512,ACES,0.0,near Cartagena,Colombia,A2,2002
14-JAN-2002,Embraer EMB-120RT Brasilia,Ibertrans AÃ©rea,3.0,near ZaldÃ­var,Spain,A1,2002
14-JAN-2002,Boeing 737-291,Lion Air,0.0,Pekanbaru-Sultan...,Indonesia,A1,2002
14-JAN-2002,Tupolev Tu-204-100,Sibir Airlines,0.0,Omsk Airport (OMS),Russia,A2,2002
15-JAN-2002,DHC-6 Twin Otter 300,Mexican Government,4.0,Chilpancingo Air...,Mexico,A1,2002
16-JAN-2002,Boeing 737-3Q8,Garuda,1.0,near Yokyakarta,Indonesia,A1,2002
17-JAN-2002,Fairchild FH-227E,Petroproduccion,26.0,Cerro El Tigre,Colombia,A1,2002
18-JAN-2002,BN-2A-27 Islander,Fly BVI,0.0,near Beef Island,B.V.I.,A1,2002
20-JAN-2002,DC-9-32,AirTran Airways,0.0,Washington-Dulle...,USA,A2,2002
21-JAN-2002,Airbus A321-131,All Nippon,0.0,Hakodate Airport...,Japan,A2,2002
22-JAN-2002,Fokker F-27 Friendship 400M,TAM,0.0,GuayaramerÃ­n Ai...,Bolivia,A1,2002
24-JAN-2002,Cessna 208B Super Cargomaster,Telford Aviation,0.0,Waterville-Rober...,USA,A2,2002
27-JAN-2002,Antonov An-12,Angolan AF,5.0,near Luena,Angola,A1,2002
28-JAN-2002,Boeing 727-134,TAME Ecuador,94.0,near Ipiales,Colombia,A1,2002
29-JAN-2002,Antonov An-28,private,0.0,Kavak Airstrip,Venezuela,A1,2002
02-FEB-2002,Learjet C-21A (Learjet 35A),USAF,2.0,Rapid City-Ellsw...,USA,A1,2002
02-FEB-2002,Dornier Do 28D-2 Skyservant,Transaven,0.0,"near Isla Larga, Los ...",Venezuela,A1,2002
06-FEB-2002,Beech 200 Super King Air,Lockheed Martin Vought Systems,0.0,Camden-Harrell F...,USA,A2,2002
07-FEB-2002,Antonov An-12BP,Volare,8.0,near Agadir,Morocco,A1,2002
07-FEB-2002,Cessna 525A CitationJet CJ2,Airdine,0.0,"Novato Airport, ...",USA,A2,2002
08-FEB-2002,Let L-410UVP-E3,US Army,0.0,El Paso-Biggs AA...,USA,A1,2002
10-FEB-2002,Mitsubishi Mu-300 Diamond IA,Flight Options,0.0,Cleveland-Cuyaho...,USA,A1,2002
11-FEB-2002,Lockheed KC-130F Hercules,USMC,0.0,near Twentynine Palms...,USA,A1,2002
12-FEB-2002,Tupolev Tu-154M,Iran Airtour,119.0,near Sarab-e Do Rah,Iran,A1,2002
12-FEB-2002,Hawker Siddeley HS-125-400B,J & D Aviation CC,0.0,Lanseria Airport...,South Africa,A1,2002
13-FEB-2002,Lockheed MC-130P Combat Shadow,USAF,0.0,Hindu Kush mount...,Afghanistan,A1,2002
14-FEB-2002,Harbin Yunshuji Y-12 II,Lao Aviation,0.0,Sam Neua Airport...,Laos,A1,2002
14-FEB-2002,Gulfstream G-V,BB Five,0.0,West Palm Beach ...,USA,A1,2002
14-FEB-2002,Beech 300LW Super King Air,Kronospan GmbH,2.0,"Sarsura Glacier,...",Switzerland,A1,2002
14-FEB-2002,Boeing 727-46F,Northern Air Cargo,0.0,Kotzebue Airport...,USA,A2,2002
15-FEB-2002,Antonov An-12BP,Tiramavia,1.0,near Monrovia-Roberts...,Liberia,A1,2002
17-FEB-2002,Canadair CL-44D4,Skymaster,0.0,near Mbuji-Mayi,D.R. Congo,A1,2002
17-FEB-2002,Boeing 737-236,Aerolineas Argentinas,0.0,"San Juan, SJ",Argentina,A2,2002
20-FEB-2002,DHC-8-301,AIRES Colombia,0.0,Hobo,Colombia,H2,2002
20-FEB-2002,Tupolev Tu-154M,Kish Air,0.0,Mashhad Airport ...,Iran,A1,2002
21-FEB-2002,Antonov An-26,Russian Navy,17.0,near Lakhta Air Base,Russia,A1,2002
24-FEB-2002,Ilyushin Il-76MD,Iranian Revolutionary Guard,0.0,near Mashhad,Iran,A1,2002
27-FEB-2002,Antonov An-26,El Magal Aviation,0.0,Heglig,Sudan,A1,2002
28-FEB-2002,DC-8-62 (F),Arrow Air,0.0,Singapore-Changi...,Singapore,A1,2002
01-MAR-2002,Boeing 747-436,British Airways,0.0,near Parkes VOR,Australia,A2,2002
02-MAR-2002,Boeing 757-222,United Airlines,0.0,Seattle/Tacoma I...,USA,A2,2002
04-MAR-2002,Tupolev Tu-134,Russian AF,0.0,Mozdok,Russia,A1,2002
04-MAR-2002,Fairchild SA227-AC Metro III,Provincial Airlines,0.0,Goose Bay Airpor...,Canada,A1,2002
06-MAR-2002,Dornier 328-110,Scot Airways,0.0,Edinburgh-Turnho...,U.K.,A2,2002
06-MAR-2002,Fokker 100,American Airlines,0.0,Dallas/Fort Wort...,USA,A2,2002
08-MAR-2002,Airbus A300B2-101,Indian Airlines,0.0,Delhi-Indira Gan...,India,A1,2002
09-MAR-2002,Antonov An-2TP,Svedijos PrekÃ©s,3.0,near Rocca di Mezzo,Italy,A1,2002
09-MAR-2002,Canadair CRJ-200ER,"United Express, opb Atlantic Coast Airlines",0.0,Washington-Dulle...,USA,A2,2002
14-MAR-2002,Antonov An-2R,Aerotaxi,16.0,near Placetas,Cuba,A1,2002
15-MAR-2002,Cessna 208B Super Cargomaster,Priority Air Charter,1.0,"near Alma, WI",USA,A1,2002
15-MAR-2002,BN-2A-7 Islander,Bolton Lake Air Services,0.0,"Elk Island, MB",Canada,A1,2002
17-MAR-2002,Let L-410UVP-E,Djibouti Airlines,4.0,near Djibouti-Ambouli...,Djibouti,A1,2002
18-MAR-2002,Boeing 727-30C,Varig,0.0,Belo Horizonte-T...,Brazil,A1,2002
25-MAR-2002,Mitsubishi Mu-300 Diamond IA,Corporate Flight Management,0.0,Anderson Municip...,USA,A1,2002
27-MAR-2002,BAC One-Eleven 401AK,Albarka Air,0.0,Abuja Internatio...,Nigeria,O1,2002
27-MAR-2002,BAC One-Eleven 523FJ,Savanah Airlines,0.0,Abuja Internatio...,Nigeria,O1,2002
28-MAR-2002,Boeing S.307 Stratoliner,National Air & Space Museum,0.0,"Elliott Bay, WA",USA,A2,2002
30-MAR-2002,Beech B200C Super King Air,Voyageur Airways,0.0,Thunder Bay Airp...,Canada,A2,2002
02-APR-2002,Antonov An-32,Renan,0.0,Cafunfo Airport ...,Angola,A1,2002
03-APR-2002,Antonov An-2R,Bulair,0.0,Tervel,Bulgaria,A1,2002
05-APR-2002,Basler Turbo 67 (DC-3T),U.S. Forest Service,0.0,Casper/Natrona C...,USA,A2,2002
11-APR-2002,Hawker Siddeley HS-748,Emerald Airways,0.0,Isle of Man-Rona...,U.K.,O2,2002
11-APR-2002,CASA/Nurtanio NC-212 Aviocar,Sabang Merauke Raya Air Charter,6.146275647879436,Sabang-Maimun Sa...,Indonesia,A2,2002
12-APR-2002,Fairchild SA227-AC Metro III,Tadair,2.0,Palma de Mallorc...,Spain,A1,2002
13-APR-2002,GAF Nomad N.24A,Nomad Fleet,0.0,Weston-on-the-Gr...,U.K.,A1,2002
15-APR-2002,Boeing 767-2J6ER,Air China,129.0,near Pusan-Kimhae Air...,South Korea,A1,2002
16-APR-2002,BAe BAe-748-400 Srs. 2B,Airquarius,0.0,Sun City-Pilansb...,South Africa,A1,2002
17-APR-2002,Let L-410UVP-E9,United Airlines,0.0,Mara Ngerende Ai...,Kenya,A1,2002
17-APR-2002,DC-9-82 (MD-82),China Northern,0.0,Shenyang Airport...,China,H2,2002
18-APR-2002,CASA/Nurtanio NC-212 Aviocar,Merpati Nusantara,0.0,Wetar Island,Indonesia,A2,2002
18-APR-2002,Antonov An-2R,Bulair,0.0,Kostandenetz,Bulgaria,A1,2002
19-APR-2002,Antonov An-32A,SELVA Colombia,3.0,PopayÃ¡n-Guiller...,Colombia,A1,2002
21-APR-2002,Antonov An-72-100,"Enimex, op.for Trigana Air Service",0.0,Wamena Airport (...,Indonesia,A1,2002
26-APR-2002,Boeing 707-366C,Hewa Bora Airways,0.0,Kinshasa-N'Djili...,D.R. Congo,A1,2002
27-APR-2002,DC-10-40F,Centurion Air Cargo,0.0,San Salvador-Com...,El Salvador,A2,2002
30-APR-2002,Antonov An-12,Aerovista Airlines,0.0,Heglig,Sudan,A1,2002
02-MAY-2002,Cessna 560 Citation Ultra,NetJets,0.0,"Leakey, TX",USA,A1,2002
04-MAY-2002,BAC One-Eleven 525FT,EAS Airlines,6.146275647879436,near Kano-Aminu Kano ...,Nigeria,A1,2002
07-MAY-2002,Boeing 737-566,EgyptAir,14.0,near Tunis-Carthage A...,Tunisia,A1,2002
07-MAY-2002,DC-9-82 (MD-82),China Northern,112.0,near Dalian,China,C1,2002
08-MAY-2002,T-39N Sabreliner,US Navy,3.0,"near Pensacola, FL [G...",Atlantic Ocean,A1,2002
08-MAY-2002,Rockwell T-39N Sabreliner,US Navy,4.0,"near Pensacola, FL [G...",Atlantic Ocean,A1,2002
08-MAY-2002,Beech Beechjet 400,Georgia Jet,0.0,Cleveland-Burke ...,USA,A2,2002
10-MAY-2002,Boeing 737,Xiamen Airlines,0.0,Xiamen Airport (...,China,H2,2002
13-MAY-2002,Boeing 767-3Y0ER,Air Canada,0.0,Toronto-Pearson ...,Canada,A2,2002
14-MAY-2002,Beech 1900D,Great Lakes Airlines,0.0,Grand Island Air...,USA,O1,2002
14-MAY-2002,Beech 1900D,Great Lakes Airlines,0.0,Grand Island Air...,USA,O1,2002
18-MAY-2002,Beech A100 King Air,Voyageur Airways,0.0,North Bay Airpor...,Canada,A2,2002
20-MAY-2002,Cessna 550 Citation II,Avalon Correctional Services,0.0,Oklahoma City-Wi...,USA,A1,2002
21-MAY-2002,Let L-410UVP,Sky Executive,5.0,near Calabar Airport ...,Nigeria,A1,2002
21-MAY-2002,Douglas DC-3A-197D,Aero JBR,0.0,Lake Casa Blanca...,USA,A1,2002
25-MAY-2002,Boeing 747-209B,China Airlines,225.0,"near Penghu islands, ...",Pacific Ocean,A1,2002
25-MAY-2002,DHC-6 Twin Otter 300,Trigana Air Service,6.0,near Nabire,Indonesia,A1,2002
01-JUN-2002,BAe BAe-748-372 Srs. 2B,Airquarius,3.0,near George,South Africa,A1,2002
04-JUN-2002,DC-9-82 (MD-82),Spirit Airlines,0.0,"near Wichita, KS",USA,A2,2002
04-JUN-2002,Antonov An-2P,"Sibaviatrans, op.for Sibaviatrans",0.0,Lovozero Airfield,Russia,A1,2002
09-JUN-2002,Fokker 50,Ethiopian Airlines,2.0,Addis Ababa-Bole...,Ethiopia,H2,2002
09-JUN-2002,HAL/Dornier 228-201,Indian Airlines,0.0,Jaipur-Sanganer ...,India,A1,2002
10-JUN-2002,Airbus A300F4-605R,FedEx,0.0,El Paso Internat...,USA,A2,2002
11-JUN-2002,Fokker F-27 Friendship 600,Sudan Airways,0.0,Khartoum-Civil A...,Sudan,A1,2002
12-JUN-2002,Lockheed MC-130H Combat Talon II,USAF,3.0,near Gardez,Afghanistan,A1,2002
14-JUN-2002,BN-2B-26 Islander,Copenhagen Air Taxi,0.0,Anholt,Denmark,A1,2002
14-JUN-2002,Douglas DC-9-14,Intercontinental de AviaciÃ³n,0.0,Neiva-Benito Sal...,Colombia,A1,2002
15-JUN-2002,DHC-8-311,Schreiner Airways,0.0,Maastricht/Aache...,Netherlands,A2,2002
17-JUN-2002,Lockheed C-130A Hercules,Hawkins & Powers,3.0,"Walker, CA",USA,A1,2002
20-JUN-2002,Cessna 208B Grand Caravan,Isla Nena Air Services,0.0,Vieques Airport ...,Puerto Rico,A2,2002
23-JUN-2002,DHC-3 Otter,Whiteshell Air Service,0.0,"George Lake, MB",Canada,A2,2002
24-JUN-2002,Boeing 717-2K9,Olympic Aviation,0.0,Stuttgart-Echter...,Germany,A2,2002
26-JUN-2002,Boeing 767-281,All Nippon,0.0,Shimojishima Air...,Japan,A1,2002
27-JUN-2002,Antonov An-2R,Kostromskoye Avia Enterprise,0.0,"near Dubovoye, Lipets...",Russia,A1,2002
30-JUN-2002,DHC-3 Otter,Air Saguenay,0.0,"Lac Cojibo, QC",Canada,A1,2002
01-JUL-2002,Tupolev Tu-154M,Bashkirskie Avialinii,69.0,Ãberlingen,Germany,A1,2002
01-JUL-2002,Boeing 757-23APF,DHL Aviation,2.0,Ãberlingen,Germany,A1,2002
01-JUL-2002,Canadair CL-415,Province of Ontario,0.0,Pickle Lake Airp...,Canada,A2,2002
04-JUL-2002,Boeing 707-123B,New Gomair,28.0,Bangui,C.A.R.,A1,2002
08-JUL-2002,BAe 4101 Jetstream 41,"United Express, opb Atlantic Coast Airlines",0.0,Pittsburgh Inter...,USA,O1,2002
10-JUL-2002,Saab 2000,Swiss,0.0,Werneuchen,Germany,A1,2002
13-JUL-2002,Antonov An-24RV,Sakha Avia,0.0,Yakutsk Airport ...,Russia,A1,2002
14-JUL-2002,Cessna 208B Grand Caravan,Sunrise Airlines,0.0,Phoenix-Deer Val...,USA,O2,2002
16-JUL-2002,Swearingen SA226-TC Metro II,Hardy Aviation,0.0,"Darwin Airport, ...",Australia,O1,2002
16-JUL-2002,Tupolev Tu-134A,Kras Air,0.0,Irkutsk Airport ...,Russia,A2,2002
16-JUL-2002,BN-2A-6 Islander,"Borneo Air Transport, op.for Sabang Merauke Raya Air Charter",9.0,near Long Bawan Airpo...,Indonesia,A1,2002
17-JUL-2002,DHC-6 Twin Otter 300,Skyline Airways,4.0,near Surkhet Airport ...,Nepal,A1,2002
18-JUL-2002,Consolidated PB4Y-2 Super Privateer,Hawkins & Powers,2.0,"near Estes Park, CO",USA,A1,2002
25-JUL-2002,DHC-5D Buffalo,Kenyan AF,0.0,Mugumo Coffee Farm,Kenya,A1,2002
26-JUL-2002,Boeing 727-232F,FedEx,0.0,Tallahassee Muni...,USA,A1,2002
26-JUL-2002,Antonov An-26,Africa One,0.0,Kinshasa-N'Djili...,D.R. Congo,A1,2002
27-JUL-2002,Ilyushin Il-76MD,Lvovskie avialinii,0.0,Lviv-Snilow Airp...,Ukraine,O1,2002
28-JUL-2002,Ilyushin Il-86,Pulkovo,14.0,near Moskva-Sheremety...,Russia,A1,2002
02-AUG-2002,Cessna 208 Caravan I,Aviation Sans FrontiÃ¨res,0.0,Pimu Airstrip,D.R. Congo,A1,2002
07-AUG-2002,Lockheed MC-130H Combat Talon II,USAF,10.0,near Caguas,Puerto Rico,A1,2002
08-AUG-2002,Lockheed L-1011 TriStar 250,Hewa Bora Airways,0.0,Kinshasa-N'Djili...,D.R. Congo,A1,2002
08-AUG-2002,Antonov An-2R,Eisk-avia,2.0,"near Sladkiy Liman, K...",Russia,A1,2002
13-AUG-2002,Cessna S550 Citation S/II,Corporate Flight Int.,0.0,Big Bear City Ai...,USA,A1,2002
13-AUG-2002,Antonov An-2,Unknown,0.0,Vagai,Russia,A1,2002
13-AUG-2002,Embraer EMB-120RT Brasilia,Rico Linhas AÃ©reas,0.0,Manaus-Eduardo G...,Brazil,A1,2002
13-AUG-2002,Cessna F406 Caravan II,Tanzanair,0.0,Muyowasi-Murungu...,Tanzania,A2,2002
15-AUG-2002,Shaanxi Yunshuji Y-8B,Sri Lanka AF,5.0,Kadjuduwa Watta,Sri Lanka,A1,2002
15-AUG-2002,Antonov An-12BK,Intercity Airways,0.0,Karachi-Quaid-E-...,Pakistan,A2,2002
18-AUG-2002,Learjet 35A,Sky Service Aviation,0.0,Olbia-Costa Smer...,Italy,A1,2002
19-AUG-2002,DHC-6 Twin Otter 300,Royal Nepal Airlines,0.0,Nepalganj Airpor...,Nepal,A2,2002
22-AUG-2002,DHC-6 Twin Otter 300,Shangri-La Air,18.0,near Pokhara,Nepal,A1,2002
28-AUG-2002,Douglas C-54E (DC-4),Buffalo Airways,0.0,"Diavik Airport, ...",Canada,A1,2002
28-AUG-2002,Airbus A320-231,America West,0.0,Phoenix-Sky Harb...,USA,A1,2002
29-AUG-2002,Antonov An-28,Vostok Aviakompania,16.0,near Ayan,Russia,A1,2002
30-AUG-2002,Embraer EMB-120ER Brasilia,Rico Linhas AÃ©reas,23.0,near Rio Branco-PlÃ¡c...,Brazil,A1,2002
30-AUG-2002,Fokker 100,TAM Brasil,0.0,"Birigui, SP",Brazil,A1,2002
30-AUG-2002,Fokker 100,TAM Brasil,0.0,SÃ£o Paulo-Virac...,Brazil,A1,2002
30-AUG-2002,Learjet 25C,Care Flight Int.,1.0,Lexington-Blue G...,USA,A1,2002
02-SEP-2002,Cessna 650 Citation VI,CAAC,3.0,near Xichang,China,A1,2002
03-SEP-2002,DHC-6 Twin Otter 300,Trigana Air Service,0.0,Silimo,Indonesia,A1,2002
04-SEP-2002,DHC-7-102,Asian Spirit,0.0,Manila-Ninoy Aqu...,Philippines,A1,2002
07-SEP-2002,Fairchild SA227-AC Metro III,Western Air,0.0,Andros Town Airp...,Bahamas,O1,2002
09-SEP-2002,Boeing 737-7Q8,Air Seychelles,0.0,Mahe Island-Seyc...,Seychelles,H2,2002
09-SEP-2002,Antonov An-32B,Malift Air,0.0,Inongo Airport (...,D.R. Congo,A1,2002
14-SEP-2002,ATR 42-312,TOTAL Linhas AÃ©reas,2.0,"near Paranapanema, SP",Brazil,A1,2002
14-SEP-2002,Antonov An-2,ROSTO Krasnoyarsk,13.0,near Shalinskoye,Russia,A1,2002
15-SEP-2002,Ilyushin Il-18V,Phoenix Aviation,0.0,Nzagi Airport (NZA),Angola,A1,2002
15-SEP-2002,Ilyushin Il-18V,IRS Aero,0.0,Moskva-Bykovo Ai...,Russia,A2,2002
28-SEP-2002,DHC-3 Otter,Deraps Aviation,3.0,"near Natashquan, QC",Canada,A1,2002
29-SEP-2002,Fairchild SA227-AC Metro III,Skylink Charter,0.0,Hawthorne Airpor...,USA,A1,2002
29-SEP-2002,Cessna 551 Citation II/SP,Rieker Air Service,0.0,"Basel, Switzerla...",France,A1,2002
30-SEP-2002,Antonov An-2,Bodaibo Air Enterprise,0.0,near Bodaybo,Russia,A1,2002
01-OCT-2002,Ilyushin Il-38,Indian Navy,6.146275647879436,near Goa-Dabolim Airp...,India,A1,2002
01-OCT-2002,Ilyushin Il-38,Indian Navy,6.0,near Goa-Dabolim Airp...,India,A1,2002
07-OCT-2002,Cessna 525A CitationJet CJ2,Exec-Jet,0.0,Dexter Regional ...,USA,A1,2002
07-OCT-2002,Learjet 60,"American Virginia, lsf Dwiggins",1.0,Santa Cruz do Su...,Brazil,A1,2002
15-OCT-2002,Airbus A300B4-620,Saudi Arabian,0.0,Khartoum,Sudan,H2,2002
15-OCT-2002,Avro RJ85,"Northwest Airlink, opb Mesaba Airlines",0.0,Memphis Internat...,USA,O1,2002
16-OCT-2002,Boeing 747-267B,Air Atlanta Icelandic,0.0,Teesside Interna...,U.K.,A2,2002
16-OCT-2002,Dornier 228-200,LGW,0.0,near Paderborn-Lippstadt,Germany,A2,2002
23-OCT-2002,Ilyushin Il-62M,Tretyakovo,0.0,Bishkek Airport ...,Kyrgyzstan,A1,2002
23-OCT-2002,Cessna 208B Super Cargomaster,Mid-Atlantic Freight,1.0,"near Spanish Fort, AL",USA,A1,2002
25-OCT-2002,Beech A100 King Air,Aviation Charter,8.0,near Eveleth-Virginia...,USA,A1,2002
28-OCT-2002,Boeing 737 or 757,Shanghai Airlines,0.0,Fuzhou Changle I...,China,H2,2002
31-OCT-2002,DC-9-32,AeromÃ©xico,0.0,Monterrey-Gen Ma...,Mexico,A1,2002
02-NOV-2002,Fokker F-27 Friendship 500RF,Euroceltic Airways,0.0,Sligo-Collooney ...,Ireland,A1,2002
06-NOV-2002,Fokker 50,Luxair,20.0,near Niederanven,Luxembourg,A1,2002
06-NOV-2002,Beech C-12C Huron,R & G Leasing,0.0,Columbus-Port Co...,USA,A1,2002
07-NOV-2002,Antonov An-12BK,Silk Way,0.0,Kome,Chad,A1,2002
07-NOV-2002,BN-2A-21 Islander,Dirgantara Air Services,7.0,near Juwata,Indonesia,A1,2002
08-NOV-2002,Cessna 208B Grand Caravan,Brown County Financial Svc,4.0,"near Parks, AZ",USA,A1,2002
08-NOV-2002,IAI 1124A Westwind II,Richmor Aviation,2.0,"near Taos, NM",USA,A1,2002
09-NOV-2002,Antonov An-26B,Tyumenaviatrans,0.0,near Antalya Airport ...,Turkey,A1,2002
11-NOV-2002,Fokker F-27 Friendship 600,Laoag,19.0,near Manila-Ninoy Aqu...,Philippines,A1,2002
12-NOV-2002,Cessna 550 Citation II,Canada JetÂ Charters,0.0,Sandspit Airport...,Canada,A1,2002
12-NOV-2002,Boeing 737,Gol,0.0,BrasÃ­lia-Kubits...,Brazil,H2,2002
17-NOV-2002,Boeing 757-258ER,El Al,0.0,Istanbul-AtatÃ¼r...,Turkey,H2,2002
27-NOV-2002,DC-9-80 (MD-80),Alitalia,0.0,Lyon Satolas Air...,France,H2,2002
28-NOV-2002,Let L-410UVP-E20,Eagle Aviation,1.0,near Ol Kiombo Airstrip,Kenya,A1,2002
