,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
270,18-NOV-1935,Junkers G.24He,Syndicato Condor,0.0,"IlhÃ©us, BA",Brazil,A1,1935,0,1930,No Fatalities
271,23-NOV-1935,Dh.66 Hercules,Imperial Airways,6.146275647879436,Lake Salisbury,Uganda,A1,1935,1,1930,Low Fatalities
272,10-DEC-1935,Savoia-Marchetti S.73,Sabena,11.0,Tatsfield,U.K.,A1,1935,1,1930,Medium Fatalities
273,10-DEC-1935,Potez 62,Air France,0.0,near Auxerre,France,A1,1935,0,1930,No Fatalities
274,24-DEC-1935,Ford 5-At-D Tri-Motor,Panagra,6.146275647879436,Lima,Peru,A1,1935,1,1930,Low Fatalities
275,31-DEC-1935,Short S.8 Calcutta,Imperial Airways,12.0,near Alexandria,Egypt,A1,1935,1,1930,Medium Fatalities
276,14-JAN-1936,Douglas Dc-2-120,American Airlines,17.0,"Goodwin, AR",USA,A1,1936,1,1930,Medium Fatalities
277,14-JAN-1936,Junkers Ju-52/3M,Colombian AF,13.0,near Tres Esquinas Ai...,Colombia,A1,1936,1,1930,Medium Fatalities
278,17-JAN-1936,Junkers Ju-52/3Mce,LAB,13.0,near Cochabamba,Bolivia,A1,1936,1,1930,Medium Fatalities
279,28-FEB-1936,Douglas Dc-2-115B,Swissair,0.0,ZÃ¼rich-DÃ¼bendo...,Switzerland,A1,1936,0,1930,No Fatalities
280,05-MAR-1936,Ford 5-At-D Tri-Motor,CNAC,0.0,near Zigong,China,A1,1936,0,1930,No Fatalities
281,16-MAR-1936,Junkers Ju-52/3M,ÃLAG,0.0,Saualpe,Austria,A1,1936,0,1930,No Fatalities
282,26-MAR-1936,Ford 5-At-B Tri-Motor,Mexicana,14.0,near Amecameca de JuÃ...,Mexico,A1,1936,1,1930,Medium Fatalities
283,31-MAR-1936,Ford 5-At-D Tri-Motor,CNAC,0.0,Nanking Airport ...,China,A1,1936,0,1930,No Fatalities
284,07-APR-1936,Douglas Dc-2-112,TWA,12.0,"near Fairchance, PA",USA,A1,1936,1,1930,Medium Fatalities
285,11-APR-1936,Sikorsky S-42,Pan Am,3.0,Port of Spain,Trinidad & Tobago,A2,1936,1,1930,Low Fatalities
286,17-APR-1936,Junkers Ju-52/3M,Deutsche Lufthansa,3.0,Orvin (Ilfingen),Switzerland,A1,1936,1,1930,Low Fatalities
287,20-APR-1936,Douglas Dc-2-115K,CLS,0.0,near Elburg,Netherlands,A1,1936,0,1930,No Fatalities
288,08-MAY-1936,Liorã©-Et-Olivier H.242/1,Air France,0.0,near Algerian coast,Mediterranean Sea,A1,1936,0,1930,No Fatalities
289,31-MAY-1936,Douglas Dc-2-172,TWA,0.0,near Chicago Municipa...,USA,A1,1936,0,1930,No Fatalities
291,09-JUN-1936,Fokker F.Xxii,AB Aerotransport,2.0,MalmÃ¶-Bulltofta...,Sweden,A1,1936,1,1930,Low Fatalities
292,16-JUN-1936,Junkers Ju-52/3M,DNL,7.0,"Mount Lihesten, ...",Norway,A1,1936,1,1930,Low Fatalities
293,07-JUL-1936,Vickers Valentia,RAF,7.0,Mersa Matruh Air...,Egypt,A1,1936,1,1930,Low Fatalities
294,09-JUL-1936,Curtiss Condor 18,Chamberlin Flying Service,0.0,Terre Haute-Hulm...,USA,O1,1936,0,1930,No Fatalities
295,20-JUL-1936,Junkers Ju-52/3M,German AF,2.0,Oberhof,Germany,A1,1936,1,1930,Low Fatalities
296,26-JUL-1936,Junkers G.38Di,Deutsche Lufthansa,0.0,Dessau,Germany,A1,1936,0,1930,No Fatalities
297,29-JUL-1936,Curtiss T-32C Condor Ii,LAN Chile,0.0,CopiapÃ³ Airport...,Chile,A1,1936,0,1930,No Fatalities
298,08-AUG-1936,Ford 4-At-B Tri-Motor,Private,0.0,"Hundred, WV",USA,A1,1936,0,1930,No Fatalities
299,12-AUG-1936,Dh.86 Express,British Airways,2.0,near Altenkirchen,Germany,A1,1936,1,1930,Low Fatalities
300,13-AUG-1936,Curtiss At-32A Condor Ii,American Airlines,0.0,Glendale-Grand C...,USA,A1,1936,0,1930,No Fatalities
301,15-AUG-1936,Fokker F.Xii,AviaciÃ³n Nacional,2.0,Biarritz Parme A...,France,A1,1936,1,1930,Low Fatalities
302,16-AUG-1936,Fokker F.Xii,AviaciÃ³n Nacional,0.0,La Rochelle-Lago...,France,A1,1936,0,1930,No Fatalities
303,22-AUG-1936,Short S.17 Kent,Imperial Airways,2.0,"Mirabella Bay, C...",Greece,A1,1936,1,1930,Low Fatalities
304,15-SEP-1936,Dh.86A Express,British Airways,3.0,London-Gatwick A...,U.K.,A1,1936,1,1930,Low Fatalities
305,19-SEP-1936,Junkers Ju-52/3Mfe,Deutsche Lufthansa,6.146275647879436,Frankfurt,Germany,A1,1936,1,1930,Low Fatalities
306,24-SEP-1936,Cant Z.506,Ala Littoria,9.0,near Benghazi,Libya,A1,1936,1,1930,Low Fatalities
307,25-SEP-1936,Boulton Paul P.71A,Imperial Airways,2.0,near Dungeness,U.K.,A1,1936,1,1930,Low Fatalities
308,29-SEP-1936,A.W. Aw.15 Atalanta,Imperial Airways,0.0,Delhi,India,O1,1936,0,1930,No Fatalities
309,10-OCT-1936,Douglas Dc-2-118B,Panagra,3.0,near San JosÃ© Pinula,Guatemala,A1,1936,1,1930,Low Fatalities
310,01-NOV-1936,Junkers Ju-52/3Mge,Deutsche Lufthansa,10.0,near Tabarz,Germany,A1,1936,1,1930,Low Fatalities
311,04-NOV-1936,Junkers Ju-52/3Mge,HISMA,6.146275647879436,near Madrid,Spain,C1,1936,1,1930,Low Fatalities
312,05-NOV-1936,Junkers Ju-52/3M,HISMA,6.146275647879436,near Algordon,Spain,C1,1936,1,1930,Low Fatalities
313,17-NOV-1936,Junkers Ju-52/3Mge,Deutsche Lufthansa,4.0,near Lauf an der Pegnitz,Germany,A1,1936,1,1930,Low Fatalities
314,19-NOV-1936,Fokker F.Xii,British Airways,2.0,"Pound Hill, Tilg...",U.K.,A1,1936,1,1930,Low Fatalities
315,25-NOV-1936,Junkers Ju-52/3M,HISMA,6.146275647879436,near Cuatro Vientos,Spain,C1,1936,1,1930,Low Fatalities
316,28-NOV-1936,Junkers Ju-52/3M,Deutsche Lufthansa,0.0,near Hannover,Germany,A1,1936,0,1930,No Fatalities
317,03-DEC-1936,Junkers Ju-52/3M,Deutsche Lufthansa,6.0,Le Grand-Bornand,France,A1,1936,1,1930,Low Fatalities
318,08-DEC-1936,Junkers Ju-52/3M,Condor Legion,4.0,"near Serranillos, Ãvila",Spain,A1,1936,1,1930,Low Fatalities
319,09-DEC-1936,Douglas Dc-2-115E,KLM,15.0,London-Croydon A...,U.K.,A1,1936,1,1930,Medium Fatalities
320,16-DEC-1936,Fokker F.Xii,AviaciÃ³n Nacional,0.0,LeÃ³n Airport,Spain,A1,1936,0,1930,No Fatalities
321,19-DEC-1936,Douglas Dc-2-112,"North American Aviation, op.for Eastern Air Lines",0.0,"near Milford, PA",USA,A1,1936,0,1930,No Fatalities
322,25-DEC-1936,Douglas Dc-2-118A,CNAC,6.146275647879436,Chengtu,China,A1,1936,1,1930,Low Fatalities
323,28-DEC-1936,Short S.8 Calcutta,Imperial Airways,0.0,"Mirabello Bay, C...",Greece,O1,1936,0,1930,No Fatalities
324,28-DEC-1936,Douglas Dc-2-118B,CNAC,6.146275647879436,near Nanking Airport ...,China,A2,1936,1,1930,Low Fatalities
325,??-???-1936,Curtiss At-32C Condor Ii,CÃ³ndor Peruana de AviaciÃ³n,6.146275647879436,Pias,Peru,A1,1936,1,1930,Low Fatalities
327,20-JAN-1937,Ford 5-At-C Tri-Motor,DePonti Aviation Company,0.0,"Sioux City, IA",USA,O1,1937,0,1930,No Fatalities
328,26-JAN-1937,Sabca Savoia-Marchetti S.73P,Sabena,12.0,near Oran-es Senia Ai...,Algeria,A1,1937,1,1930,Medium Fatalities
329,09-FEB-1937,Douglas Dc-3A-197,United Airlines,11.0,near San Francisco Mu...,USA,A1,1937,1,1930,Medium Fatalities
330,16-FEB-1937,Junkers Ju-52/3M,HISMA,6.146275647879436,Jarama,Spain,C1,1937,1,1930,Low Fatalities
331,18-FEB-1937,Douglas Dc-2-112,Eastern Air Lines,0.0,Atlanta Municipa...,USA,A1,1937,0,1930,No Fatalities
332,13-MAR-1937,Junkers Ju-52/3M,HISMA,6.146275647879436,Guadalajara,Spain,C1,1937,1,1930,Low Fatalities
333,16-MAR-1937,Dh.86 Express,Imperial Airways,3.0,Elsdorf,Germany,A1,1937,1,1930,Low Fatalities
334,24-MAR-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,5.0,near Ouroux,France,A1,1937,1,1930,Low Fatalities
335,25-MAR-1937,Douglas Dc-2-112,TWA,13.0,"near Clifton, PA",USA,A1,1937,1,1930,Medium Fatalities
336,??-MAR-1937,Douglas Dc-2-115B,LAPE,6.146275647879436,Valencia,Spain,A1,1937,1,1930,Low Fatalities
337,??-MAR-1937,Douglas Dc-2-115B,LAPE,6.146275647879436,unknown,Unknown country,U1,1937,1,1930,Low Fatalities
338,01-APR-1937,Ford 5-At-C Tri-Motor,Star Air Service,0.0,"Lake Spenard, AK",USA,A1,1937,0,1930,No Fatalities
339,03-APR-1937,Douglas Dc-3-194B,KLM,8.0,"near McNary, AZ",USA,A1,1937,1,1930,Low Fatalities
340,06-APR-1937,Douglas Dc-2-115M,LAPE,0.0,Santander-La Alb...,Spain,C1,1937,0,1930,No Fatalities
341,06-APR-1937,Junkers Ju-52/3Mg3E,German AF,6.146275647879436,Liegnitz,Germany,A1,1937,1,1930,Low Fatalities
342,07-MAY-1937,Douglas C-33 (Dc-2),USAAC,0.0,"near Clay Springs, AZ",USA,A1,1937,0,1930,No Fatalities
343,29-MAY-1937,Ford 4-At-B Tri-Motor,Private,0.0,"Belleville, IL",USA,A1,1937,0,1930,No Fatalities
344,31-MAY-1937,Handley Page Hp.42E,Imperial Airways,0.0,Karachi,Pakistan,O1,1937,0,1930,No Fatalities
345,02-JUN-1937,Sikorsky S-43,Chilean AF,9.0,near Ancud,Chile,A1,1937,1,1930,Low Fatalities
346,16-JUN-1937,Junkers Ju-52/3Msai,South African Airways,1.0,Johannesburg/Ger...,South Africa,A1,1937,1,1930,Low Fatalities
348,28-JUL-1937,Douglas Dc-2-115L,KLM,15.0,near Beert,Belgium,A1,1937,1,1930,Medium Fatalities
349,01-AUG-1937,Junkers Ju-52/3M,Eurasia,6.146275647879436,Kunming,China,A1,1937,1,1930,Low Fatalities
350,02-AUG-1937,Sikorsky S-43B,Panagra,14.0,near CristÃ³bal,Panama,A1,1937,1,1930,Medium Fatalities
351,02-AUG-1937,Savoia-Marchetti S.73,Ala Littoria,9.0,Wadi Halfa Airpo...,Sudan,A1,1937,1,1930,Low Fatalities
352,06-AUG-1937,Douglas Dc-2-152,"Aeroflot, International",6.0,"near Herina, Bistrita...",Romania,A1,1937,1,1930,Low Fatalities
353,08-AUG-1937,Sikorsky S-43W,CNAC,3.0,"Chilang Point, B...",China,A1,1937,1,1930,Low Fatalities
354,10-AUG-1937,Douglas Dc-2-112,Eastern Air Lines,4.0,Daytona Beach Mu...,USA,A1,1937,1,1930,Low Fatalities
356,21-AUG-1937,Ford 5-At-C Tri-Motor,Republic Oil Co.,0.0,"Fairbanks, AK",USA,A1,1937,0,1930,No Fatalities
357,23-AUG-1937,Douglas Dc-2-118A,Panagra,3.0,"near San Luis, SL",Argentina,A1,1937,1,1930,Low Fatalities
358,14-SEP-1937,Junkers Ju-52/3M,HISMA,6.146275647879436,SariÃ±ena (Huesca),Spain,C1,1937,1,1930,Low Fatalities
359,27-SEP-1937,Curtiss T-32C Condor Ii,Private,0.0,New York-Floyd B...,USA,O1,1937,0,1930,No Fatalities
360,27-SEP-1937,Curtiss At-32B Condor Ii,American Airlines,0.0,New York-Floyd B...,USA,O1,1937,0,1930,No Fatalities
362,28-SEP-1937,Ford 5-At-B Tri-Motor,TACA Guatemala,6.146275647879436,near Puerto Cabezas,Nicaragua,A1,1937,1,1930,Low Fatalities
363,01-OCT-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,3.0,Faliro Bay,Greece,A1,1937,1,1930,Low Fatalities
364,06-OCT-1937,Douglas Dc-3-194B,KLM,4.0,Palembang-Talang...,Indonesia,A1,1937,1,1930,Low Fatalities
366,17-OCT-1937,Douglas Dc-3A-197,United Airlines,19.0,"near Knight, WY",USA,A1,1937,1,1930,Medium Fatalities
367,25-OCT-1937,Junkers Ju-52/3M,German AF,6.146275647879436,Tutow,Germany,A1,1937,1,1930,Low Fatalities
368,27-OCT-1937,Dewoitine D.333,Air France,6.0,near El Jadida,Morocco,A1,1937,1,1930,Low Fatalities
369,16-NOV-1937,Junkers Ju-52/3Mge,Sabena,11.0,near Stene Airfield,Belgium,A1,1937,1,1930,Medium Fatalities
370,23-NOV-1937,Douglas Dc-2-115D,LOT,6.0,Pirin Mountains,Bulgaria,A1,1937,1,1930,Low Fatalities
371,26-NOV-1937,Junkers Ju-52/3Mfe,Deutsche Lufthansa,3.0,London-Croydon A...,U.K.,A1,1937,1,1930,Low Fatalities
372,??-NOV-1937,Junkers Ju-52/3Mge,DVL,6.146275647879436,Roggentin,Germany,A1,1937,1,1930,Low Fatalities
373,03-DEC-1937,Junkers Ju-52/3Mte,Deutsche Lufthansa,1.0,MÃ¼nchen,Germany,A1,1937,1,1930,Low Fatalities
374,05-DEC-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,Brindisi,Italy,A1,1937,1,1930,Low Fatalities
375,08-DEC-1937,Potez 621,Air France,2.0,near Saint-Sauveur,France,A1,1937,1,1930,Low Fatalities
376,15-DEC-1937,Junkers Ju-52/3Mce,LAB,8.0,near Sorata,Bolivia,A1,1937,1,1930,Low Fatalities
377,04-JAN-1938,Junkers Ju-52/3Mte,Deutsche Lufthansa,6.0,near Frankfurt,Germany,A1,1938,1,1930,Low Fatalities
378,10-JAN-1938,Lockheed 14-H Super Electra,Northwest Airlines,10.0,"near Bozeman, MT",USA,A1,1938,1,1930,Low Fatalities
379,11-JAN-1938,Sikorsky S-42B,Pan Am,7.0,"near Pago Pago, Ameri...",Pacific Ocean,A1,1938,1,1930,Low Fatalities
380,13-JAN-1938,Junkers Ju-52/3M,AviaciÃ³n Nacional,6.146275647879436,Barcelona,Spain,A1,1938,1,1930,Low Fatalities
381,02-FEB-1938,Consolidated Pby-2 Catalina,US Navy,3.0,near San Clemente Isl...,USA,A1,1938,1,1930,Low Fatalities
382,02-FEB-1938,Consolidated Pby-2 Catalina,US Navy,7.0,near San Clemente Isl...,USA,A1,1938,1,1930,Low Fatalities
383,07-FEB-1938,Junkers Ju-90V1,Junkers,1.0,Dessau,Germany,A1,1938,1,1930,Low Fatalities
384,09-FEB-1938,Liorã©-Et-Olivier H.242/1,Air France,7.0,Ãtang de Berre,France,A1,1938,1,1930,Low Fatalities
385,13-FEB-1938,Cant Z.506,Ala Littoria,14.0,"near Sardinia, Italy",Mediterranean Sea,A1,1938,1,1930,Medium Fatalities
386,22-FEB-1938,Junkers Ju-52/3Mge,Deutsche Lufthansa,3.0,near Pontoise,France,A1,1938,1,1930,Low Fatalities
387,??-FEB-1938,Fokker F.Xx,LAPE,6.146275647879436,Barcelona-El Pra...,Spain,U1,1938,1,1930,Low Fatalities
388,01-MAR-1938,Douglas Dc-2-112,TWA,9.0,"near Wawona, CA",USA,A1,1938,1,1930,Low Fatalities
389,07-MAR-1938,Potez 62,Air France,7.0,"Datia, Madhya Pr...",India,A1,1938,1,1930,Low Fatalities
390,17-MAR-1938,Tupolev G-2,Polyarnaya Aviatsiya,0.0,Buhkta Teplits,Russia,A1,1938,0,1930,No Fatalities
391,23-MAR-1938,Dewoitine D.338,Air France,8.0,French PyrÃ©nÃ©es,France,A1,1938,1,1930,Low Fatalities
392,28-MAR-1938,Wm Fokker F.Viiib,Malert,6.146275647879436,near NyÃ­regyhÃ¡za,Hungary,A1,1938,1,1930,Low Fatalities
393,30-MAR-1938,Junkers Ju-52/3M,Ala Littoria,0.0,near Venezia Lido Air...,Italy,A1,1938,0,1930,No Fatalities
394,25-APR-1938,Sikorsky S-43B,Pan Am,0.0,near Kingston,Jamaica,A1,1938,0,1930,No Fatalities
395,30-APR-1938,Savoia-Marchetti S.73,Ala Littoria,19.0,"Maranola, Formia",Italy,A1,1938,1,1930,Medium Fatalities
396,10-MAY-1938,Ford 5-At-C Tri-Motor,LAN Chile,0.0,Chepiquilla Airf...,Chile,A1,1938,0,1930,No Fatalities
397,13-MAY-1938,Ford 5-At-Ds Tri-Motor,SCADTA,0.0,near QuibdÃ³,Colombia,A1,1938,0,1930,No Fatalities
398,16-MAY-1938,Lockheed 14-H2 Super Electra,Northwest Airlines,9.0,"near Saugus, CA",USA,A1,1938,1,1930,Low Fatalities
399,22-MAY-1938,Curtiss T-32C Condor Ii,LAN Chile,6.146275647879436,Domeyko,Chile,A1,1938,1,1930,Low Fatalities
400,22-MAY-1938,Junkers Ju-52/3Mge,Syndicato Condor,6.0,"Santos Airport, ...",Brazil,A1,1938,1,1930,Low Fatalities
401,24-MAY-1938,Douglas Dst-A-207A (Dc-3),United Airlines,10.0,near Cleveland Munici...,USA,A1,1938,1,1930,Low Fatalities
402,19-JUN-1938,Douglas Dc-2-118A,Panagra,4.0,Mt Mercedario,Chile,A1,1938,1,1930,Low Fatalities
403,26-JUN-1938,Junkers Ju-52/3Mge,Deutsche Lufthansa Sucursal PerÃº,7.0,Cerro Chilligua,Peru,A1,1938,1,1930,Low Fatalities
404,02-JUL-1938,Curtiss Yc-30 Condor Ii,USAAC,0.0,"Maxwell Field, M...",USA,A1,1938,0,1930,No Fatalities
405,08-JUL-1938,Lockheed 14-H Super Electra,Northwest Airlines,1.0,Billings Municip...,USA,A1,1938,1,1930,Low Fatalities
406,14-JUL-1938,Savoia-Marchetti S-66,Ala Littoria,20.0,"near Terranova, Sardi...",Mediterranean Sea,A1,1938,1,1930,Medium Fatalities
407,15-JUL-1938,Douglas Dc-3-228,Pan Am,6.146275647879436,"MorÃ³n, BA",Argentina,A1,1938,1,1930,Low Fatalities
408,16-JUL-1938,Junkers Ju-52/3Mge,Eurasia,6.146275647879436,Wuhan (Hankow),China,A1,1938,1,1930,Low Fatalities
409,22-JUL-1938,Lockheed 14-H Super Electra,LOT,14.0,"Negrileasa, Stul...",Romania,A1,1938,1,1930,Medium Fatalities
410,27-JUL-1938,A.W. Aw.15 Atalanta,Imperial Airways,4.0,near Kisumu,Kenya,A1,1938,1,1930,Low Fatalities
411,28-JUL-1938,Martin M-130,Pan Am,15.0,"near Manila, Philippines",Pacific Ocean,A1,1938,1,1930,Medium Fatalities
412,10-AUG-1938,Wm Fokker F.Viiib,Malert,12.0,near Debrecen Airport...,Hungary,A1,1938,1,1930,Medium Fatalities
413,11-AUG-1938,Ford 5-At-C Tri-Motor,Private,0.0,"Mankato, MN",USA,O1,1938,0,1930,No Fatalities
414,13-AUG-1938,Savoia-Marchetti S.73,CSA,17.0,Oberkirch,Germany,A1,1938,1,1930,Medium Fatalities
415,15-AUG-1938,Junkers Ju-52/3Mfe,Syndicato Condor,9.0,Guanabara Bay,Brazil,A1,1938,1,1930,Low Fatalities
416,18-AUG-1938,Lockheed 14-H Super Electra,LOT,0.0,Bucharest-Baneas...,Romania,A1,1938,0,1930,No Fatalities
417,18-AUG-1938,Macchi M.C.94-Ii,Macchi,13.0,Mornago (Varese),Italy,A1,1938,1,1930,Medium Fatalities
419,24-AUG-1938,Douglas Dc-2-221,CNAC,14.0,Wangmoon,China,C2,1938,1,1930,Medium Fatalities
420,03-SEP-1938,Ford 5-At-D Tri-Motor,Johnson Flying Service,0.0,"Big Prairie, MT",USA,A1,1938,0,1930,No Fatalities
421,07-SEP-1938,Cant Z.506C,Ala Littoria,6.146275647879436,Melilla,Spain,A1,1938,1,1930,Low Fatalities
422,20-SEP-1938,Short Sunderland I,RAF,2.0,"Angle Bay, Milfo...",U.K.,A1,1938,1,1930,Low Fatalities
423,29-SEP-1938,Junkers Ju-52/3M,German AF,1.0,Frankfurt Rhein-...,Germany,A1,1938,1,1930,Low Fatalities
424,01-OCT-1938,Junkers Ju-52/3Mte,Deutsche Lufthansa,13.0,Grisons (GraubÃ¼...,Switzerland,A1,1938,1,1930,Medium Fatalities
425,01-OCT-1938,Junkers G.24,Syndicato Condor,0.0,"Coruripe, AL",Brazil,A1,1938,0,1930,No Fatalities
426,10-OCT-1938,Sabca Savoia-Marchetti S.73P,Sabena,20.0,Soest,Germany,A1,1938,1,1930,Medium Fatalities
427,18-OCT-1938,Douglas Dc-2-112,Eastern Air Lines,0.0,near Montgomery Munic...,USA,A1,1938,0,1930,No Fatalities
428,20-OCT-1938,Ford 4-At-B Tri-Motor,Private,1.0,"Powellsville, NC",USA,A1,1938,1,1930,Low Fatalities
429,25-OCT-1938,Douglas Dc-2-210,ANA,18.0,"Mt Dandenong, VIC",Australia,A1,1938,1,1930,Medium Fatalities
430,04-NOV-1938,Dh.86 Express,Jersey Airways,6.146275647879436,Jersey-States Ai...,U.K.,A1,1938,1,1930,Low Fatalities
431,10-NOV-1938,Douglas Dc-3,Japan Air Transport,6.146275647879436,Fukuoka,Japan,A1,1938,1,1930,Low Fatalities
432,14-NOV-1938,Douglas Dc-3-194D,KLM,6.0,Amsterdam-Schiph...,Netherlands,A1,1938,1,1930,Low Fatalities
433,18-NOV-1938,Consolidated Pby-2 Catalina,US Navy,2.0,Honolulu Harbour...,USA,A1,1938,1,1930,Low Fatalities
434,18-NOV-1938,Lockheed 14-H2 Super Electra,TCAL,2.0,"near Regina Airport, ...",Canada,A1,1938,1,1930,Low Fatalities
435,22-NOV-1938,Lockheed 14-Wf62 Super Electra,British Airways,2.0,"Walton Bay, Some...",U.K.,A1,1938,1,1930,Low Fatalities
436,22-NOV-1938,Savoia-Marchetti Sm-75C,Ala Littoria,4.0,near Winklern,Austria,A1,1938,1,1930,Low Fatalities
437,25-NOV-1938,Junkers Ju-52/3M,German AF,4.0,near Bayreuth,Germany,A1,1938,1,1930,Low Fatalities
438,26-NOV-1938,Junkers Ju-90V2,Deutsche Lufthansa,12.0,Bathurst (Banjul),Gambia,A1,1938,1,1930,Medium Fatalities
439,27-NOV-1938,Short S.23 Empire Flying Boat Mk I,Imperial Airways,4.0,Lake Habbaniyah,Iraq,A1,1938,1,1930,Low Fatalities
440,29-NOV-1938,Douglas Dc-3A-191,United Airlines,5.0,"near Point Reyes, CA",USA,A1,1938,1,1930,Low Fatalities
441,02-DEC-1938,Junkers Ju-52/3Mte,Deutsche Lufthansa,0.0,near Vienna,Austria,A1,1938,0,1930,No Fatalities
442,03-DEC-1938,Dh.86 Express,Imperial Airways,6.146275647879436,Bangkok,Thailand,U1,1938,1,1930,Low Fatalities
443,06-DEC-1938,Focke-Wulf Fw 200,Deutsche Lufthansa,0.0,near Manila,Philippines,A1,1938,0,1930,No Fatalities
444,08-DEC-1938,Nakajima/Douglas Dc-2,Imperial Japanese Airways,10.0,near Kerama Islands,Japan,A1,1938,1,1930,Low Fatalities
445,09-DEC-1938,Lockheed 14-Wf62 Super Electra,KLM,4.0,near Amsterdam-Schiph...,Netherlands,A1,1938,1,1930,Low Fatalities
446,10-DEC-1938,Lockheed 14-Wg3B Super Electra,Imperial Japanese Airways,6.146275647879436,Tsingtao (Quingd...,China,A1,1938,1,1930,Low Fatalities
447,11-DEC-1938,Junkers Ju-52/3Mge,SEDTA,0.0,Quito-Cotocollao...,Ecuador,A1,1938,0,1930,No Fatalities
448,07-JAN-1939,Douglas Dc-2-115B,Swissair,5.0,near Senlis,France,A1,1939,1,1930,Low Fatalities
449,13-JAN-1939,Lockheed 14-H Super Electra,Northwest Airlines,4.0,Miles City Munic...,USA,A1,1939,1,1930,Low Fatalities
450,13-JAN-1939,Junkers Ju-52/3Mge,Syndicato Condor,10.0,"Rio Bonito, RJ",Brazil,A1,1939,1,1930,Low Fatalities
451,13-JAN-1939,Fokker F.Xviii,Commercial Aviation Company,0.0,Lydda Airport (TLV),Israel,A1,1939,0,1930,No Fatalities
452,17-JAN-1939,Ford 5-At-.  Tri-Motor,SCADTA,4.0,near Sumapaz,Colombia,A1,1939,1,1930,Low Fatalities
453,18-JAN-1939,Lockheed 14-H Super Electra,Guinea Airways,4.0,near Katherine-Tindal...,Australia,A1,1939,1,1930,Low Fatalities
454,21-JAN-1939,Short S.23 Empire Flying Boat Mk Ii,Imperial Airways,3.0,"near Port Washington,...",Atlantic Ocean,A1,1939,1,1930,Low Fatalities
455,24-JAN-1939,Junkers Ju-52/3M,German AF,5.0,near Arrens,France,A1,1939,1,1930,Low Fatalities
456,27-JAN-1939,Potez 62,Air France,6.0,near KÃ¶ln-Butzweiler...,Germany,A1,1939,1,1930,Low Fatalities
457,06-FEB-1939,Fokker F.Xviii,Spanish Republican AF,6.146275647879436,VilajuÃ¯ga Airfield,Spain,O1,1939,1,1930,Low Fatalities
458,13-FEB-1939,Junkers Ju-52/3M,AviaciÃ³n Nacional,6.146275647879436,near Cartagena,Spain,A1,1939,1,1930,Low Fatalities
459,19-FEB-1939,Sikorsky S-42A,Pan Am,0.0,San Juan harbor,Puerto Rico,A2,1939,0,1930,No Fatalities
460,24-FEB-1939,Junkers Ju-52/3Mge,Reichsluftfahrtministerium,12.0,"Termes Ribi, Com...",France,A1,1939,1,1930,Medium Fatalities
461,02-MAR-1939,Ford 6-At-As Tri-Motor,Yukon Southern Air Transport,0.0,"Vancouver, BC",Canada,O1,1939,0,1930,No Fatalities
463,12-MAR-1939,Junkers Ju-52/3Mge,Eurasia,4.0,near Weining,China,A1,1939,1,1930,Low Fatalities
464,12-MAR-1939,Short S.23 Empire Flying Boat Mk I,"Imperial Airways, op.for Qantas Empire Airways",0.0,"Tandjong, Batavi...",Indonesia,A1,1939,0,1930,No Fatalities
465,14-MAR-1939,Junkers Ju-52/3Mge,Sabena,3.0,Sint-Stevens-Woluwe,Belgium,A1,1939,1,1930,Low Fatalities
466,18-MAR-1939,Boeing S.307 Stratoliner,Boeing,10.0,"near Alder, WA",USA,A1,1939,1,1930,Low Fatalities
467,26-MAR-1939,Douglas Dc-2-112,Braniff Airways,8.0,Oklahoma City Mu...,USA,A1,1939,1,1930,Low Fatalities
468,29-MAR-1939,Junkers Ju-52/3Mge,Iberia,6.146275647879436,"Cabezabellosa, C...",Spain,A1,1939,1,1930,Low Fatalities
469,??-MAR-1939,Lockheed 14-Wg3B Super Electra,Imperial Japanese Airways,6.146275647879436,Fukuoka Airport ...,Japan,A1,1939,1,1930,Low Fatalities
470,??-MAR-1939,Ford 5-At-B Tri-Motor,TACA Guatemala,0.0,Tegucigalpa-Tonc...,Honduras,O1,1939,0,1930,No Fatalities
471,15-APR-1939,Ford 5-At-C Tri-Motor,South American Gulf Oil Co.,2.0,"near El Carmen, Santa...",Colombia,A1,1939,1,1930,Low Fatalities
472,24-APR-1939,Junkers Ju-52/3M,German AF,6.146275647879436,GroÃer Arbersee,Germany,A1,1939,1,1930,Low Fatalities
473,29-APR-1939,Junkers Ju-52/3M,German AF,5.0,near Bollstadt/Amerdi...,Germany,A1,1939,1,1930,Low Fatalities
474,??-APR-1939,Fokker F.Viii,Venezuelan Government,0.0,near UruyÃ©n,Venezuela,A1,1939,0,1930,No Fatalities
475,01-MAY-1939,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,"Lumbo lagoon, Il...",Mozambique,A1,1939,1,1930,Low Fatalities
476,02-MAY-1939,Dewoitine D.338,Air France,9.0,near Argana,Morocco,A1,1939,1,1930,Low Fatalities
477,03-MAY-1939,Consolidated Pby-4 Catalina,US Navy,6.146275647879436,San Diego-North ...,USA,A1,1939,1,1930,Low Fatalities
