,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
17114,19-JUN-1992,Tupolev Tu-154B-1,"Aeroflot, Uralsk",6.146275647879436,Bratsk Airport (...,Russia,O1,1992,1,1990,Low Fatalities
17115,19-JUN-1992,Tupolev Tu-154B-1,"Aeroflot, Privolzhsk",0.0,Bratsk Airport (...,Russia,O1,1992,0,1990,No Fatalities
17116,21-JUN-1992,Antonov An-2R,"Aeroflot, Kazakstan",6.146275647879436,Poltavskiy,Russia,A1,1992,1,1990,Low Fatalities
17117,22-JUN-1992,Grumman G-159 Gulfstream I,TAS Airways,0.0,Pantelleria Airp...,Italy,A1,1992,0,1990,No Fatalities
17118,22-JUN-1992,Antonov An-12A,Krasnoyarskie Avialinii,10.0,Noril'sk Airport...,Russia,A1,1992,1,1990,Low Fatalities
17119,22-JUN-1992,Boeing 737-2A1C,VASP,3.0,near Cruzeiro do Sul-...,Brazil,A1,1992,1,1990,Low Fatalities
17120,24-JUN-1992,Boeing 767-330Er,Condor Flugdienst,0.0,Cerro Copey,Venezuela,A2,1992,0,1990,No Fatalities
17121,25-JUN-1992,Casa/Nurtanio Nc-212 Aviocar,Dirgantara Air Services,3.0,near Batu Island,Indonesia,A1,1992,1,1990,Low Fatalities
17122,01-JUL-1992,Saab 340A,Kendell Airlines,0.0,Devonport Airpor...,Australia,A2,1992,0,1990,No Fatalities
17123,03-JUL-1992,Antonov An-2R,Chimkent Aviation Enterprise,3.0,"Sosnovyy, Kostan...",Kazakhstan,A1,1992,1,1990,Low Fatalities
17124,04-JUL-1992,Boeing 727-277,Ansett Australia,0.0,Brisbane Interna...,Australia,A2,1992,0,1990,No Fatalities
17125,05-JUL-1992,Shaanxi Yunshuji Y-8D,Sri Lanka AF,19.0,near Iyakachchi,Sri Lanka,C1,1992,1,1990,Medium Fatalities
17126,05-JUL-1992,Dhc-6 Twin Otter 300,Royal Nepal Airlines,0.0,Jumla Airport (JUM),Nepal,A2,1992,0,1990,No Fatalities
17127,06-JUL-1992,Gaf Nomad N.22B,Alimediterranea,0.0,Reggio Calabria-...,Italy,O1,1992,0,1990,No Fatalities
17128,08-JUL-1992,Antonov An-2R,"Aeroflot, Central Region",6.146275647879436,Ukrainsky,Russia,A1,1992,1,1990,Low Fatalities
17129,09-JUL-1992,Cessna 650 Citation Iii,Chilean Army,3.0,near ConcepciÃ³n-Carr...,Chile,A1,1992,1,1990,Low Fatalities
17130,09-JUL-1992,Dornier Do 28D-2 Skyservant,German AF,2.0,BÃ¼chel,Germany,A1,1992,1,1990,Low Fatalities
17131,10-JUL-1992,Shorts 330-100,Gill Air,0.0,Newcastle Airpor...,U.K.,A1,1992,0,1990,No Fatalities
17132,13-JUL-1992,Shorts Sc.7 Skyvan 3A-200,Arctic Circle Air Service,1.0,"Bethel Airport, ...",USA,A1,1992,1,1990,Low Fatalities
17133,14-JUL-1992,Antonov An-12,Russian AF,29.0,Nakhichevan Airp...,Azerbaijan,A1,1992,1,1990,Medium Fatalities
17134,14-JUL-1992,Antonov An-12B,Magadanaerogruz,0.0,near Irkutsk,Russia,A1,1992,0,1990,No Fatalities
17135,14-JUL-1992,Antonov An-12,Yemen AF,58.0,near Sana'a,Yemen,A1,1992,1,1990,High Fatalities
17136,16-JUL-1992,Shorts Jc-23A Sherpa (330),USAF,3.0,"near Colquitt, LA",USA,A1,1992,1,1990,Low Fatalities
17137,20-JUL-1992,Tupolev Tu-154B,Tbilisi Aviation Enterprise,6.146275647879436,Tbilisi-Novo Ale...,Georgia,A1,1992,1,1990,Low Fatalities
17138,21-JUL-1992,Douglas C-47A (Dc-3),Legend Air,0.0,Oostende Airport...,Belgium,O1,1992,0,1990,No Fatalities
17139,22-JUL-1992,Dhc-3 Otter,Woods Air Service,0.0,"near McGrath, AK",USA,A2,1992,0,1990,No Fatalities
17140,24-JUL-1992,Antonov An-12Bk,Volga-Dnepr,8.0,near Skopje Airport (...,North Macedonia,A1,1992,1,1990,Low Fatalities
17141,24-JUL-1992,Vickers 816 Viscount,Mandala Airlines,70.0,near Ambon-Pattimura ...,Indonesia,A1,1992,1,1990,High Fatalities
17142,25-JUL-1992,Lockheed C-130H Hercules,Sudan AF,6.146275647879436,near Juba,South Sudan,A1,1992,1,1990,Low Fatalities
17143,25-JUL-1992,Learjet 24Xr,Bonanza Hire,0.0,Lanseria Airport...,South Africa,A2,1992,0,1990,No Fatalities
17144,27-JUL-1992,Vickers 798D Viscount,Aero Eslava,4.0,near Mexico City-Beni...,Mexico,A1,1992,1,1990,Low Fatalities
17145,28-JUL-1992,Antonov An-24B,Balkan Bulgarian,0.0,Sofia Airport (SOF),Bulgaria,O1,1992,0,1990,No Fatalities
17146,28-JUL-1992,Learjet 25C,Crasa Taxi AÃ©reo,6.0,"Icapara, Iguape, SP",Brazil,A1,1992,1,1990,Low Fatalities
17147,30-JUL-1992,Lockheed L-1011 Tristar 1,TWA,0.0,New York-John F....,USA,A1,1992,0,1990,No Fatalities
17148,30-JUL-1992,Fokker F-28 Fellowship 1000,Time Air,0.0,Calgary Internat...,Canada,A2,1992,0,1990,No Fatalities
17149,31-JUL-1992,Airbus A310-304,Thai Airways International,113.0,near Kathmandu-Tribhu...,Nepal,A1,1992,1,1990,High Fatalities
17150,31-JUL-1992,Yakovlev Yak-42D,China General Avn,107.0,Nanking Airport ...,China,A1,1992,1,1990,High Fatalities
17151,??-JUL-1992,Lockheed Kc-130F Hercules,USMC,0.0,Biloxi-Keesler A...,USA,A1,1992,0,1990,No Fatalities
17152,01-AUG-1992,Tupolev Tu-154M,Ariana Afghan Airlines,0.0,Kabul Airport (KBL),Afghanistan,C1,1992,0,1990,No Fatalities
17153,01-AUG-1992,Yakovlev Yak-40,Ariana Afghan Airlines,6.146275647879436,Kabul Airport (KBL),Afghanistan,C1,1992,1,1990,Low Fatalities
17154,02-AUG-1992,Cessna 500 Citation I,private,0.0,"Rensselaer, IN",USA,A1,1992,0,1990,No Fatalities
17156,13-AUG-1992,Yakovlev Yak-42,Lvovskie avialinii,0.0,Lviv-Snilow Airp...,Ukraine,H2,1992,0,1990,No Fatalities
17157,21-AUG-1992,Dhc-3 Otter,Air Saguenay,0.0,"near Schefferville, QC",Canada,A2,1992,0,1990,No Fatalities
17158,21-AUG-1992,Convair Cv-440-80,SASA,10.0,Mt Chacaltaya,Bolivia,A1,1992,1,1990,Low Fatalities
17159,23-AUG-1992,Tupolev Tu-154M,Aeroflot,0.0,ZÃ¼rich-Kloten A...,Switzerland,A2,1992,0,1990,No Fatalities
17160,23-AUG-1992,Bac One-Eleven 204Af,Kabo Air,0.0,Sokoto,Nigeria,A1,1992,0,1990,No Fatalities
17162,24-AUG-1992,Learjet 24,International Flight Charter,0.0,Kendall-Tamiami ...,USA,O1,1992,0,1990,No Fatalities
17163,24-AUG-1992,Curtiss C-46D,International Flight Center,0.0,Kendall-Tamiami ...,USA,O1,1992,0,1990,No Fatalities
17164,24-AUG-1992,Douglas Dc-6B,private,0.0,Kendall-Tamiami ...,USA,O1,1992,0,1990,No Fatalities
17165,24-AUG-1992,Lockheed C-130B Hercules,Inter-American AF Academy,0.0,"Homestead AFB, F...",USA,O1,1992,0,1990,No Fatalities
17166,24-AUG-1992,Curtiss C-46F,Mayo Aviation,0.0,Kendall-Tamiami ...,USA,O1,1992,0,1990,No Fatalities
17167,24-AUG-1992,Douglas C-54D (Dc-4),private,0.0,Miami Internatio...,USA,O1,1992,0,1990,No Fatalities
17168,24-AUG-1992,Fairchild F-27,Airlift Int.,0.0,Miami Internatio...,USA,O1,1992,0,1990,No Fatalities
17169,24-AUG-1992,Ford 4-At-B Tri-Motor,private,0.0,"Homestead AFB, F...",USA,O1,1992,0,1990,No Fatalities
17170,24-AUG-1992,Fairchild F-27M,Airlift Int.,0.0,Miami Internatio...,USA,O1,1992,0,1990,No Fatalities
17171,25-AUG-1992,Fairchild Sa227-Ac Metro Iii,Lone Star Airlines,3.0,near Hot Springs-Memo...,USA,A1,1992,1,1990,Low Fatalities
17172,27-AUG-1992,Dhc-6 Twin Otter 300,TANS,8.0,near San Antonio del ...,Peru,A1,1992,1,1990,Low Fatalities
17173,27-AUG-1992,Dhc-4T Caribou,NewCal Aviation,3.0,"Gimli Airport, M...",Canada,A1,1992,1,1990,Low Fatalities
17174,27-AUG-1992,Beech B200C Super King Air,Border Security Force,1.0,Delhi-Indira Gan...,India,A1,1992,1,1990,Low Fatalities
17175,27-AUG-1992,Tupolev Tu-134A,"Aeroflot, Central Region",84.0,near Ivanovo Airport ...,Russia,A1,1992,1,1990,High Fatalities
17176,27-AUG-1992,Lockheed C-130F Hercules,US Navy,0.0,Guam-Agana NAS (...,Guam,O1,1992,0,1990,No Fatalities
17177,27-AUG-1992,Fairchild C-123K Provider,Salvadorian AF,12.0,near MetapÃ¡n,El Salvador,A1,1992,1,1990,Medium Fatalities
17178,28-AUG-1992,Boeing 727-260,Ethiopian Airlines,0.0,Roma-Ciampino Ai...,Italy,H2,1992,0,1990,No Fatalities
17179,28-AUG-1992,Antonov An-26,Ariana Afghan Airlines,6.146275647879436,Kabul Airport (KBL),Afghanistan,O1,1992,1,1990,Low Fatalities
17180,28-AUG-1992,Vickers 843 Viscount,Bouraq Indonesia,0.0,Banjarmasin-Sjam...,Indonesia,A1,1992,0,1990,No Fatalities
17181,28-AUG-1992,Shorts 330-200,Freedom Air,0.0,within Guam,Guam,O1,1992,0,1990,No Fatalities
17182,28-AUG-1992,Ilyushin Il-76Md,Soviet AF,0.0,Kabul Airport (KBL),Afghanistan,O1,1992,0,1990,No Fatalities
17183,29-AUG-1992,Bac One-Eleven 208Al,Hold Trade Air,0.0,Kaduna Airport (...,Nigeria,A1,1992,0,1990,No Fatalities
17184,29-AUG-1992,Tupolev Tu-134A-3,"Aeroflot, Georgia",0.0,Kharkov Airport ...,Ukraine,A1,1992,0,1990,No Fatalities
17185,31-AUG-1992,Ami Dc-3-65Tp,Professional Aviation Services,3.0,Jamba Airport (JMB),Angola,A1,1992,1,1990,Low Fatalities
17187,02-SEP-1992,Fokker 50,Malaysia Airlines,0.0,Sibu Airport (SBW),Malaysia,A2,1992,0,1990,No Fatalities
17188,03-SEP-1992,Alenia G-222Tcm,Italian AF,4.0,near Sarajevo,Bosnia,C1,1992,1,1990,Low Fatalities
17189,04-SEP-1992,Boeing 727-260,Ethiopian Airlines,0.0,Djibouti Airport...,Djibouti,H2,1992,0,1990,No Fatalities
17190,04-SEP-1992,Airbus A310-300,Vietnam Airlines,0.0,Ho Chi Minh City...,Vietnam,H2,1992,0,1990,No Fatalities
17191,05-SEP-1992,Tupolev Tu-154B-1,Air Ukraine,0.0,Kiev-Borispol Ai...,Ukraine,A1,1992,0,1990,No Fatalities
17192,10-SEP-1992,Fokker F-27 Friendship 500,Expresso AÃ©reo,1.0,Bellavista Airpo...,Peru,A1,1992,1,1990,Low Fatalities
17193,10-SEP-1992,Canadair Cl-215,Hellenic AF,0.0,near Kechries,Greece,A1,1992,0,1990,No Fatalities
17194,14-SEP-1992,Yakovlev Yak-40,Yakutavia,0.0,Neryungri Airpor...,Russia,A1,1992,0,1990,No Fatalities
17195,18-SEP-1992,Douglas C-118A (Dc-6),AeroEjecutivos,3.0,near CuraÃ§ao [Caribb...,Atlantic Ocean,A1,1992,1,1990,Low Fatalities
17196,18-SEP-1992,Swearingen Sa227-Ac Metro Iii,Fairchild,0.0,San Antonio Inte...,USA,A1,1992,0,1990,No Fatalities
17197,18-SEP-1992,Antonov An-2R,Far East Avia,0.0,near Ekimchan,Russia,A1,1992,0,1990,No Fatalities
17198,19-SEP-1992,Curtiss C-46F,AVESCA,11.0,near Villavicencio-La...,Colombia,A1,1992,1,1990,Medium Fatalities
17199,21-SEP-1992,Iai 1124 Westwind,Air Sweden,0.0,UmeÃ¥ Airport (UME),Sweden,A1,1992,0,1990,No Fatalities
17200,21-SEP-1992,Antonov An-2Pf,"Aeroflot, East Siberia",6.146275647879436,near Kalga Airstrip,Russia,A1,1992,1,1990,Low Fatalities
17201,24-SEP-1992,Dhc-6 Twin Otter 200,LADE,0.0,Base Bernardo O'...,Antarctica,O1,1992,0,1990,No Fatalities
17202,26-SEP-1992,Harbin Yunshuji Y-12 Ii,Nepal Airways,0.0,Lukla Airport (LUA),Nepal,A1,1992,0,1990,No Fatalities
17203,26-SEP-1992,Lockheed C-130H Hercules,Nigerian AF,159.0,near Lagos-Murtala Mu...,Nigeria,A1,1992,1,1990,High Fatalities
17204,28-SEP-1992,Airbus A300B4-203,PIA,167.0,near Kathmandu-Tribhu...,Nepal,A1,1992,1,1990,High Fatalities
17205,01-OCT-1992,Douglas Dc-7B,TBM,2.0,near Union Valley Res...,USA,A1,1992,1,1990,Low Fatalities
17206,04-OCT-1992,Boeing 747-258F,El Al,6.146275647879436,"Bijlmermeer, Ams...",Netherlands,A1,1992,1,1990,Low Fatalities
17207,06-OCT-1992,Bae 3201 Jetstream 32,British Aerospace,2.0,Glasgow-Prestwic...,U.K.,A1,1992,1,1990,Low Fatalities
17208,07-OCT-1992,Lockheed C-130E Hercules,Air National Guard,6.0,near Berkeley Springs...,USA,A1,1992,1,1990,Low Fatalities
17209,07-OCT-1992,Dhc-6 Twin Otter 300,Merpati Nusantara,0.0,Ruteng-Satar Tac...,Indonesia,A2,1992,0,1990,No Fatalities
17210,08-OCT-1992,Avia 14,Wuhan Airlines,14.0,near Dingxi,China,A1,1992,1,1990,Medium Fatalities
17211,09-OCT-1992,Antonov An-32,African Airlines Int.,1.0,Mogadishu Airstrip,Somalia,A1,1992,1,1990,Low Fatalities
17212,13-OCT-1992,Antonov An-124-100,Antonov Design Bureau,8.0,"near Kodra, Makarov D...",Ukraine,A1,1992,1,1990,Low Fatalities
17213,13-OCT-1992,Tupolev Tu-154B-2,"Aeroflot, Belarus",0.0,Vladivostok Airp...,Russia,A1,1992,0,1990,No Fatalities
17214,14-OCT-1992,Antonov An-2R,"Aeroflot, Kazakstan",0.0,Kostanay,Kazakhstan,A1,1992,0,1990,No Fatalities
17215,15-OCT-1992,Douglas Dc-8-55,LAC Colombia,0.0,MedellÃ­n-Enriqu...,Colombia,A1,1992,0,1990,No Fatalities
17216,18-OCT-1992,Iptn/Casa Cn-235-10,Merpati Nusantara,31.0,near Garut,Indonesia,A1,1992,1,1990,Medium Fatalities
17217,19-OCT-1992,Antonov An-28,"Aeroflot, Komi",15.0,Ust-Nem,Russia,A1,1992,1,1990,Medium Fatalities
17218,21-OCT-1992,Dc-9-32,AeromÃ©xico,0.0,Houston-Intercon...,USA,A2,1992,0,1990,No Fatalities
17219,21-OCT-1992,Dhc-6 Twin Otter 300,TANS,8.0,Lake Caballochoa,Peru,A1,1992,1,1990,Low Fatalities
17220,23-OCT-1992,Embraer R-95 Bandeirante (Emb-110B),Brazilian AF,5.0,near Recife-Guararape...,Brazil,A1,1992,1,1990,Low Fatalities
17221,25-OCT-1992,Swearingen Sa226-Tc Metro Ii,Eagle Aviation,0.0,Mogadishu South ...,Somalia,A1,1992,0,1990,No Fatalities
17222,27-OCT-1992,Boeing 767-323Er,American Airlines,0.0,SÃ£o Paulo-Guaru...,Brazil,A2,1992,0,1990,No Fatalities
17223,30-OCT-1992,Morane Saulnier Ms.760 Paris I,French Navy,0.0,Istres,France,A1,1992,0,1990,No Fatalities
17224,30-OCT-1992,Rockwell Sabreliner 75A,FAA,6.146275647879436,Oklahoma City-Wi...,USA,U1,1992,1,1990,Low Fatalities
17225,30-OCT-1992,Antonov An-8,"MAP Novosibirsk, op.for Yuri Petrov's Airlines",13.0,near Chita Airport (HTA),Russia,A1,1992,1,1990,Medium Fatalities
17226,01-NOV-1992,Boeing 747-228F,Cargolux,0.0,Luxembourg-Finde...,Luxembourg,A2,1992,0,1990,No Fatalities
17227,02-NOV-1992,Douglas C-47A (Dc-3),TASJ,0.0,near San Juan Ranch s...,Bolivia,A1,1992,0,1990,No Fatalities
17228,03-NOV-1992,Dhc-3T Vazar Turbine Otter,Ketchikan Air Service,0.0,Patriot Hills Camp,Antarctica,A1,1992,0,1990,No Fatalities
17229,06-NOV-1992,Douglas Dc-7Cf,Aerochago Airlines,0.0,"near Dania Beach, FL",USA,A1,1992,0,1990,No Fatalities
17230,07-NOV-1992,Rockwell Sabreliner 60,private,0.0,Phoenix-Sky Harb...,USA,A1,1992,0,1990,No Fatalities
17231,07-NOV-1992,Ilyushin Il-62M,"Aeroflot, Domodedovo",0.0,Moskva-Domodedov...,Russia,O1,1992,0,1990,No Fatalities
17232,11-NOV-1992,Antonov An-22A,Soviet AF,33.0,near Tver-Migalovo Ai...,Russia,A1,1992,1,1990,Medium Fatalities
17233,11-NOV-1992,Bn-2A-27 Islander,Aviatia Utilitara,6.146275647879436,Tulcea Airport (...,Romania,U1,1992,1,1990,Low Fatalities
17234,12-NOV-1992,Swearingen Sa227-Ac Metro Iii,Aerodinos,0.0,Trinidad Airport...,Bolivia,A1,1992,0,1990,No Fatalities
17235,12-NOV-1992,Beech C-12F Huron,USAF,8.0,near Juneau Internati...,USA,A1,1992,1,1990,Low Fatalities
17237,14-NOV-1992,Yakovlev Yak-40,Vietnam Airlines,30.0,near Son Trung,Vietnam,A1,1992,1,1990,Medium Fatalities
17238,15-NOV-1992,Ilyushin Il-18D,Aerocaribbean,34.0,near Puerto Plata-La ...,Dominican Rep.,A1,1992,1,1990,Medium Fatalities
17239,20-NOV-1992,Boeing 737-287C,Aerolineas Argentinas,0.0,San Luis Airport...,Argentina,A1,1992,0,1990,No Fatalities
17240,21-NOV-1992,Antonov An-24B,Yugavia,0.0,Krasnodar Airpor...,Russia,A1,1992,0,1990,No Fatalities
17241,24-NOV-1992,Boeing 737-3Y0,China Southern,141.0,near Guilin Airport (...,China,A1,1992,1,1990,High Fatalities
17242,25-NOV-1992,Boeing 707-321C,DAS Air Cargo,0.0,near Kano Internation...,Nigeria,A1,1992,0,1990,No Fatalities
17243,26-NOV-1992,Boeing 707-365C,Aerobrasil,0.0,Manaus-Eduardo G...,Brazil,A1,1992,0,1990,No Fatalities
17244,27-NOV-1992,Lockheed L-1329 Jetstar 731,Aerospace Finance Leasing Inc,0.0,Southampton-East...,U.K.,A1,1992,0,1990,No Fatalities
17245,01-DEC-1992,Cessna S550 Citation S/Ii,TAM,0.0,SÃ£o Paulo-Congo...,Brazil,A1,1992,0,1990,No Fatalities
17246,01-DEC-1992,Canadair Cl-44D4-6,Tradewinds,0.0,Aguadilla-Borinq...,Puerto Rico,A1,1992,0,1990,No Fatalities
17247,01-DEC-1992,Lockheed C-141B Starlifter,USAF,7.0,"near Harlem, MT",USA,A1,1992,1,1990,Low Fatalities
17248,01-DEC-1992,Lockheed C-141B Starlifter,USAF,6.0,"near Harlem, MT",USA,A1,1992,1,1990,Low Fatalities
17249,05-DEC-1992,Harbin Yunshuji Y-12 Ii,MIAT,6.146275647879436,Choibalsan Airpo...,Mongolia,A1,1992,1,1990,Low Fatalities
17250,05-DEC-1992,Tupolev Tu-154B,"Aeroflot, Armenia",0.0,Yerevan Airport ...,Armenia,A1,1992,0,1990,No Fatalities
17251,07-DEC-1992,Md-11,China Airlines,0.0,near Kushimoto,Japan,A2,1992,0,1990,No Fatalities
17252,08-DEC-1992,Dhc-6 Twin Otter 100,Trigana Air Service,0.0,Pogapa,Indonesia,A1,1992,0,1990,No Fatalities
17253,09-DEC-1992,Bn-2B-27 Islander,Aero Sudpacifico,9.0,near Uruapan Airport ...,Mexico,A1,1992,1,1990,Low Fatalities
17254,09-DEC-1992,Douglas Dc-8-52F,Connie Kalitta,0.0,"near Denver, CO",USA,A2,1992,0,1990,No Fatalities
17255,10-DEC-1992,Rockwell Sabreliner 75A,Ecuador Army,6.146275647879436,near Quito-Mariscal S...,Ecuador,A1,1992,1,1990,Low Fatalities
17256,10-DEC-1992,Volpar Turboliner Ii,Connie Kalitta,1.0,"Elkridge, MD",USA,A1,1992,1,1990,Low Fatalities
17257,13-DEC-1992,Fokker F-27 Friendship 400M,Scibe Airlift Cargo Zaire,37.0,near Goma Airport (GOM),D.R. Congo,A1,1992,1,1990,Medium Fatalities
17258,14-DEC-1992,Dornier 328-110,Dornier,0.0,near Memmingen,Germany,A2,1992,0,1990,No Fatalities
17259,15-DEC-1992,Bn-2A-26 Islander,Milne Bay Air,6.0,near Alotau,P.N. Guinea,A1,1992,1,1990,Low Fatalities
17260,15-DEC-1992,Bn-2 Islander,RHKAAF,0.0,Tolo Harbour,Hong Kong,A1,1992,0,1990,No Fatalities
17261,15-DEC-1992,Volpar Turboliner Ii,Mohican Air Service,1.0,"Cleveland, OH",USA,A1,1992,1,1990,Low Fatalities
17262,16-DEC-1992,Dhc-6 Twin Otter 300,Merpati Nusantara,0.0,Wamena Airport (...,Indonesia,A2,1992,0,1990,No Fatalities
17263,17-DEC-1992,Dhc-6 Twin Otter 300,Merpati Nusantara,0.0,Labuan Bajo-Muti...,Indonesia,A2,1992,0,1990,No Fatalities
17264,18-DEC-1992,Cessna 550 Citation Ii,U.S. Department of Energy,8.0,near Billings-Logan I...,USA,A1,1992,1,1990,Low Fatalities
17265,18-DEC-1992,Bn-2A-21 Islander,Philippine AF,0.0,near Zamboanga,Philippines,A1,1992,0,1990,No Fatalities
17266,18-DEC-1992,Dassault Falcon 10,"Manchester Group, owb Torrey Leasing Company",0.0,"McCall Airport, ...",USA,A2,1992,0,1990,No Fatalities
17267,21-DEC-1992,Dc-10-30Cf,Martinair Holland,56.0,Faro Airport (FAO),Portugal,A1,1992,1,1990,High Fatalities
17268,22-DEC-1992,Boeing 727-2L5,Libyan Arab Airlines,157.0,near Tripoli Internat...,Libya,A1,1992,1,1990,High Fatalities
17269,29-DEC-1992,Antonov An-26,Aerocaribbean,0.0,Miami Internatio...,USA,H2,1992,0,1990,No Fatalities
17271,??-???-1992,Dhc-6 Twin Otter 200,LADE,0.0,Sierra Grande Ai...,Argentina,A1,1992,0,1990,No Fatalities
17273,02-JAN-1993,Dornier 228-101,Indian Coast Guard,4.0,near Paradip [Bay of ...,India,A1,1993,1,1990,Low Fatalities
17274,02-JAN-1993,Saab 340A,Express Airlines,0.0,Hibbing-Chisholm...,USA,A1,1993,0,1990,No Fatalities
17275,06-JAN-1993,Dhc-8-311,"Lufthansa CityLine, op.for Contact Air",4.0,near Paris-Charles de...,France,A1,1993,1,1990,Low Fatalities
17276,08-JAN-1993,Learjet 35A,Aero-Fly,9.0,near Hermosillo Airpo...,Mexico,A1,1993,1,1990,Low Fatalities
17277,09-JAN-1993,Hawker Siddeley Hs-748,Bouraq Indonesia,15.0,near Surabaya Airport...,Indonesia,A1,1993,1,1990,Medium Fatalities
17278,09-JAN-1993,Tupolev Tu-154B-2,"Indian Airlines, lsf Uzbekistan Airways",0.0,Delhi-Indira Gan...,India,A1,1993,0,1990,No Fatalities
17279,10-JAN-1993,Beech 200 Super King Air,St. Lawrence Construction,0.0,"Quebec Airport, ...",Canada,O1,1993,0,1990,No Fatalities
17280,10-JAN-1993,Beech 200 Super King Air,AÃ©ropro,0.0,"Quebec Airport, ...",Canada,O1,1993,0,1990,No Fatalities
17281,13-JAN-1993,Embraer Emb-110P1 Bandeirante,Titan Airways,2.0,near Sellafield,U.K.,A1,1993,1,1990,Low Fatalities
17282,14-JAN-1993,Douglas C-47A (Dc-3),Central Mountain Air Services,2.0,"near Bronson Creek, BC",Canada,A1,1993,1,1990,Low Fatalities
17283,15-JAN-1993,Boeing 707-321C,Air Afrique,0.0,Abidjan-Felix Ho...,Cote d'Ivoire,A1,1993,0,1990,No Fatalities
17284,16-JAN-1993,Antonov An-24Rv,Kazakhstan Airlines,0.0,Kostanay-Nariman...,Kazakhstan,A1,1993,0,1990,No Fatalities
17285,17-JAN-1993,Beech 200 Super King Air,Indonesia Air Transport - IAT,0.0,Surabaya-Juanda ...,Indonesia,A1,1993,0,1990,No Fatalities
17286,21-JAN-1993,Antonov An-2T,DOSAAF,0.0,Moscow-Tushino A...,Russia,A1,1993,0,1990,No Fatalities
17287,22-JAN-1993,Unknown,Indian Airlines,0.0,Lucknow (LKO),India,H2,1993,0,1990,No Fatalities
17288,23-JAN-1993,Fokker 100 ?,Korean Air,0.0,Gwangju (Kwangju...,South Korea,H2,1993,0,1990,No Fatalities
17289,23-JAN-1993,Bn-2A-20 Islander,Island Airways,0.0,Bambu Airport (BCP),P.N. Guinea,A1,1993,0,1990,No Fatalities
17290,23-JAN-1993,Ilyushin Il-76Md Adnan-1,Iraqi AF,0.0,Al Taqaddum Air ...,Iraq,C1,1993,0,1990,No Fatalities
17291,23-JAN-1993,Lockheed L-100-30 Hercules,"Transafrik, opf Endiama",0.0,near Luena Airport (LUO),Angola,C2,1993,0,1990,No Fatalities
17292,25-JAN-1993,Fairchild Fh-227B,TABA,3.0,near Altamira Airport...,Brazil,A1,1993,1,1990,Low Fatalities
17293,27-JAN-1993,Nord 262A-44,Trans Service Airlift,6.146275647879436,Kinshasa-N'Dolo ...,D.R. Congo,A1,1993,1,1990,Low Fatalities
17295,31-JAN-1993,Boeing 707-387B,LADE,0.0,Recife-Guararape...,Brazil,A1,1993,0,1990,No Fatalities
17296,31-JAN-1993,Shorts Sc.7 Skyvan 3-100,Pan Malaysian Air Transport,14.0,within Northern Sumatra,Indonesia,A1,1993,1,1990,Medium Fatalities
17297,03-FEB-1993,Antonov An-24B,Yakutavia,0.0,Ust-Kuyga Airpor...,Russia,A1,1993,0,1990,No Fatalities
17298,03-FEB-1993,Lockheed L-100-20 Hercules,Lockheed,7.0,Marietta-Dobbins...,USA,A1,1993,1,1990,Low Fatalities
17299,08-FEB-1993,Tupolev Tu-154M,Iran Airtour,131.0,near Tehran-Mehrabad ...,Iran,A1,1993,1,1990,High Fatalities
17300,09-FEB-1993,Antonov An-32,UN,6.146275647879436,Nairobi National...,Kenya,U1,1993,1,1990,Low Fatalities
17301,11-FEB-1993,Airbus A310-304,Lufthansa,0.0,New York-John F....,USA,H2,1993,0,1990,No Fatalities
17302,11-FEB-1993,Antonov An-26,"Aeroflot, Uralsk",0.0,Kharasavey Airport,Russia,A2,1993,0,1990,No Fatalities
17303,17-FEB-1993,Dassault Falcon 10,ConAero,0.0,Aurillac Airport...,France,A1,1993,0,1990,No Fatalities
17304,17-FEB-1993,Beech 200 Super King Air,Turkish AF,6.146275647879436,near Guvercinlik,Turkey,A1,1993,1,1990,Low Fatalities
17305,18-FEB-1993,Douglas Dc-7Cf,Aerochago Airlines,0.0,Santo Domingo-La...,Dominican Rep.,A1,1993,0,1990,No Fatalities
17306,18-FEB-1993,Douglas Dc-3,Missionary Flights,0.0,Miami Internatio...,USA,H2,1993,0,1990,No Fatalities
17307,18-FEB-1993,Fairchild F-27F,Aero Cozumel,0.0,CancÃºn Airport ...,Mexico,A1,1993,0,1990,No Fatalities
17308,20-FEB-1993,Convair Cv-440-11,Cargo Three Panama,2.0,near BogotÃ¡-Eldorado...,Colombia,A1,1993,1,1990,Low Fatalities
17309,20-FEB-1993,Tupolev Tu-134,Aeroflot,0.0,Stockholm-Arland...,Sweden,H2,1993,0,1990,No Fatalities
17310,25-FEB-1993,Atr 72-202,LOT,0.0,RzeszÃ³w-Jasionk...,Poland,H2,1993,0,1990,No Fatalities
17311,26-FEB-1993,Learjet 31,LÃ­der TÃ¡xi AÃ©reo,0.0,Rio de Janeiro-S...,Brazil,A2,1993,0,1990,No Fatalities
17312,27-FEB-1993,Antonov An-12Bp,MOM/Polyot,0.0,Gyumri-Leninakan...,Armenia,A2,1993,0,1990,No Fatalities
17313,28-FEB-1993,Dornier 228-201,Formosa Airlines,6.0,near Orchid Island,Taiwan,A1,1993,1,1990,Low Fatalities
